hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
影星,yǐng xīng,film star,ดาราซิเนมา,1,6,ดาราภาพยนตร์,
影片,yǐng piàn,a copy of a film; film,ภาพยนตร์,1,5,ภาพยนตร์,
往后,wǎng hòu,from now on; in the future,ต่อจากนี้ไป,1,6,ต่อจากนี้ไป,
往来,wǎng lái,dealings; contacts,"การไปมาหาสู่, การติดต่อ",1,5,"การไปมาหาสู่, การติดต่อ",
征,zhēng,journey; trip,การเดินทาง,1,5,การเดินทาง,
征求,zhēng qiú,to solicit; to seek,ขออนุมัติ,1,5,ขอความคิดเห็น,
征集,zhēng jí,to collect; to recruit,เก็บรวบรวม,1,6,เก็บรวบรวม,
很难说,hěn nán shuō,hard to say,เป็นการยากที่จะบอก,1,4,พูดยาก,
徐徐,xú xú,slowly; gently,ค่อยๆ,1,6,ค่อยๆ,
得以,dé yǐ,able to; so that someone can,สามารถ,1,5,สามารถ,
得分,dé fēn,to score a point; score,ได้คะแนน,1,6,ได้คะแนน,
微不足道,wēi bù zú dào,idiom negligible; insignificant,เล็กน้อย,1,6,เล็กน้อยจนไม่ควรเอ่ยถึง,
微妙,wēi miào,subtle,บดบาง,1,6,ละเอียดอ่อน,
心事,xīn shì,a load on one's mind; worry,ความวิตกกังวล,1,5,เรื่องหนักใจ,
心声,xīn shēng,heartfelt wish; inner voice,ความคิดเห็น,1,6,เสียงจากใจ,
心思,xīn sī,mind; thoughts,ความคิด,1,5,ความคิด,
心愿,xīn yuàn,cherished desire; dream,ความปรารถนา,1,5,ความปรารถนา,
心爱,xīn ài,beloved,ที่รัก,1,6,ที่รัก,
心疼,xīn téng,to love dearly; to feel sorry for someone,เห็นใจ,1,5,รักจนเป็นห่วง; สงสาร,
心脏病,xīn zàng bìng,heart disease,โรคหัวใจ,1,6,โรคหัวใจ,
心酸,xīn suān,to feel sad,เศร้าใจ,1,5,เศร้าใจ,
心里话,xīn lǐ huà,one's true feelings; inner thoughts,ความในใจ,1,5,ความในใจ,
必要,bì yào,necessary; essential,จำเป็น,1,6,จำเป็น,
忍受,rěn shòu,to bear; to endure,อดทน,1,6,อดทน,
忧郁,yōu yù,sullen; depressed,เศร้า,1,6,หม่นหมอง,
快递,kuài dì,express delivery,บริการส่งด่วน,1,5,บริการส่งด่วน,
快餐,kuài cān,fast food; snack,อาหารสำเร็จรูป,1,6,อาหารจานด่วน,
念念不忘,niàn niàn bù wàng,to keep in mind constantly,ไม่ลืมเลย,1,5,คิดถึงไม่เคยลืม,
怀念,huái niàn,to cherish the memory of; to think of,"คิดถึง, รำลึกถึง",1,5,"คิดถึง, รำลึกถึง",
怀抱,huái bào,to hug; to cherish,กอด,1,6,โอบกอด; ทะนุถนอมไว้ในใจ,
怀着,huái zhe,harboring (a feeling),ด้วย,1,6,เต็มไปด้วย (ความรู้สึก),"Second opinion: bound form meaning 'harboring (a feeling)', hard to gloss standalone; rendered ด้วย(ความรู้สึก)."
思念,sī niàn,to think of; to long for,คิดถึง,1,5,คิดถึง,
思索,sī suǒ,to think deeply; to ponder,คิดหมกมุ่น,1,6,ครุ่นคิด,
怠慢,dài màn,to slight; to neglect,ดูถูก,1,6,เย็นชา; ละเลย,
急于,jí yú,eager to; in a hurry to,รีบร้อนที่จะ,1,5,รีบร้อนที่จะ,
急性,jí xìng,acute,เฉียบพลัน,1,6,เฉียบพลัน,
急需,jí xū,to urgently need; urgent need,ต้องการด่วน,1,6,ต้องการด่วน,
性价比,xìng jià bǐ,cost-performance ratio,อัตราส่วนราคาต่อประสิทธิภาพ,1,6,อัตราส่วนราคาต่อประสิทธิภาพ,
性能,xìng néng,function; performance,สมรรถนะ,1,6,สมรรถนะ,
性质,xìng zhì,nature; characteristic,"ลักษณะ, คุณสมบัติ",1,5,"ลักษณะ, คุณสมบัติ",
怨言,yuàn yán,complaint,บ่นร้อง,1,6,คำบ่น,
恋爱,liàn ài,romantic love; in love,"ความรัก, มีความรัก",1,6,"ความรัก, มีความรัก",
恍然大悟,huǎng rán dà wù,idiom to suddenly realize,เข้าใจโดยกะทันหัน,1,5,ถึงบางอ้อ,
恐怖,kǒng bù,terrible; frightful,ร้ายแรง,1,5,น่ากลัว,
恐慌,kǒng huāng,panic; panicky,ตื่นตกใจ,1,5,ตื่นตระหนก,
恭维,gōng wéi,to compliment; to praise,ชื่นชม,1,6,ยกยอ,"Nuance is flattery / complimenting (often insincere), hence ยกยอ rather than plain ชื่นชม. | EN-GLOSS-BUG: EN neutral ""compliment"" but 恭维 connotes flattery — kept ยกยอ"
息息相关,xī xī xiāng guān,closely bound up; intimately related,เกี่ยวพันกันอย่างใกล้ชิด,1,5,เกี่ยวพันกันอย่างใกล้ชิด,
恰巧,qià qiǎo,by chance; as chance would have it,บังเอิญ,1,6,บังเอิญ,
恰恰,qià qià,exactly; just,พอดี,1,6,พอดี,
恳求,kěn qiú,to beg; to beseech,"วิงวอน, อ้อนวอน",1,5,"วิงวอน, อ้อนวอน",
恶化,è huà,to worsen,เลวลง,1,6,เลวลง,
悬,xuán,to hang or suspend; to worry,แขวน,1,6,แขวน,
悲剧,bēi jù,tragedy,เรื่องเศร้า,1,6,โศกนาฏกรรม,
情侣,qíng lǚ,sweethearts; lovers,คู่รัก,1,6,คู่รัก,
惊,jīng,to startle; to be frightened,ตกใจ,1,5,ตกใจ,
惊人,jīng rén,astonishing,"น่าทึ่ง, น่าตกใจ",1,5,"น่าทึ่ง, น่าตกใจ",
惊叹,jīng tàn,to exclaim in admiration; a gasp of surprise,อุทานด้วยความทึ่ง,1,5,อุทานด้วยความทึ่ง,
惊喜,jīng xǐ,nice surprise; to be pleasantly surprised,"ดีใจปนประหลาดใจ, เซอร์ไพรส์",1,5,"ดีใจปนประหลาดใจ, เซอร์ไพรส์",
惊慌,jīng huāng,to panic; to be alarmed,ตื่นตระหนก,1,5,ตื่นตระหนก,
惊慌失措,jīng huāng shī cuò,to lose one's head out of fear,ตื่นตระหนกจนทำอะไรไม่ถูก,1,5,ตื่นตระหนกจนทำอะไรไม่ถูก,
惊醒,jīng xǐng,to rouse; to be woken by something,สะดุ้งตื่น,1,5,สะดุ้งตื่น,
惯,guàn,accustomed to; used to,คุ้นเคย,1,6,เคยชิน,
惯性,guàn xìng,physics inertia,ความเฉื่อย,1,6,ความเฉื่อย,
想念,xiǎng niàn,to miss; to remember with longing,ขาดคน,1,5,คิดถึง,
想方设法,xiǎng fāng shè fǎ,to try every possible way,คิดหาวิธีทั้งสิ้น,1,6,พยายามทุกวิถีทาง,
愁眉苦脸,chóu méi kǔ liǎn,to look anxious; to look miserable,หน้านิ่วคิ้วขมวด,1,5,หน้านิ่วคิ้วขมวด,
意向,yì xiàng,intention; purpose,ความมุ่งหมาย,1,6,ความมุ่งหมาย,
意想不到,yì xiǎng bù dào,unexpected; previously unimagined,ไม่คาดคิด,1,6,ไม่คาดคิด,
意愿,yì yuàn,aspiration; wish,ความปรารถนา,1,6,ความปรารถนา,
愚蠢,yú chǔn,silly; stupid,โง่,1,5,โง่,
慌乱,huāng luàn,frenetic; hurried,ลนลาน,1,5,ลนลาน,
慢性,màn xìng,slow and patient; chronic,เรื้อรัง,1,6,เรื้อรัง,
慢慢来,màn màn lái,take your time; take it easy,ไปเรื่อยๆ,1,3,ค่อยๆ ทำ ไม่ต้องรีบ,
慷慨,kāng kǎi,generous; magnanimous,ใจกว้าง,1,5,ใจกว้าง,
戏曲,xì qǔ,Chinese opera,ละครจีน,1,6,งิ้ว,
成人,chéng rén,to reach adulthood; an adult,ผู้ใหญ่,1,6,ผู้ใหญ่,
成型,chéng xíng,to become shaped; to become formed,สร้างเป็นรูป,1,6,เป็นรูปเป็นร่าง,
成效,chéng xiào,effect; result,ผลลัพธ์,1,6,ผลลัพธ์,
战斗,zhàn dòu,to fight; to engage in combat,สู้รบ,1,6,สู้รบ,
截止,jié zhǐ,to end; to close,สิ้นสุด,1,6,สิ้นสุด,
戳,chuō,to jab; to poke,แทง,1,6,จิ้ม,
户,hù,a household; door,"ครัวเรือน, ประตู",1,5,ครัวเรือน; ประตู,
房价,fáng jià,house price; cost of housing,ราคาบ้าน,1,5,ราคาบ้าน,
房地产,fáng dì chǎn,real estate,อสังหาริมทรัพย์,1,6,อสังหาริมทรัพย์,
扁,biǎn,flat,แบน,1,6,แบน,
扇子,shàn zi,fan,พัดลม,1,5,พัด,
手势,shǒu shì,gesture; sign,"ท่าทางมือ, สัญญาณมือ",1,5,"ท่าทางมือ, สัญญาณมือ",
手臂,shǒu bì,arm; assistant,แขน,1,5,แขน,"EN-GLOSS-BUG: ""assistant"" is a questionable gloss for 手臂; the word means arm (only แขน translated)"
打交道,dǎ jiāo dào,to come into contact with; to have dealings,ติดต่อ,1,5,ติดต่อ,
打仗,dǎ zhàng,to fight a battle; to go to war,สู้รบ,1,5,สู้รบ,
打听,dǎ tīng,to ask about; to make some inquiries,"สอบถาม, สืบถาม",1,5,"สอบถาม, สืบถาม",
打工,dǎ gōng,to work a temporary or casual job,ทำงานพิเศษ,1,5,ทำงานพิเศษ,
打招呼,dǎ zhāo hū,to greet; to say hello,ทักทาย,1,4,ทักทาย,
打断,dǎ duàn,to interrupt; to break off,ขัดจังหวะ,1,4,ขัดจังหวะ,
打猎,dǎ liè,to go hunting,ล่าสัตว์,1,5,ล่าสัตว์,
打通,dǎ tōng,to open access; to establish contact,เปิดเส้นทาง,1,5,เปิดเส้นทาง,
打造,dǎ zào,to forge,สร้างสรรค์,1,5,สร้าง,
打雷,dǎ léi,to rumble with thunder; clap of thunder,ฟ้าร้อง,1,5,ฟ้าร้อง,
托,tuō,to entrust; to request a favor,"ฝากฝัง, ขอร้อง",1,6,"ฝากฝัง, ขอร้อง",
执照,zhí zhào,license; permit,ใบอนุญาต,1,5,ใบอนุญาต,
执着,zhí zhuó,dedicated; devoted,ติดยึด,1,6,มุ่งมั่น,
扩张,kuò zhāng,expansion; dilation,ขยาย,1,6,ขยาย,
扭,niǔ,to turn; to twist,บิด,1,6,บิด,
扭头,niǔ tóu,to turn one's head; to turn around,หันหัว,1,6,หันหน้า,
扶持,fú chí,to help; to assist,ช่วยเหลือ,1,6,ช่วยเหลือ,
批,pī,to criticize; to approve,"วิจารณ์, อนุมัติ",1,5,วิจารณ์; อนุมัติ,
找出,zhǎo chū,to find; to search out,หาออกมา,1,4,หาเจอ,
承包,chéng bāo,to contract; to undertake,รับจ้าง,1,6,รับเหมา,
承载,chéng zài,to bear the weight; to sustain,ยืน,1,6,รองรับน้ำหนัก,
抄写,chāo xiě,to copy; to transcribe,คัดลอก,1,6,คัดลอก,
把手,bǎ shǒu,handle; grip,มือจับ,1,5,มือจับ,
抑郁,yì yù,depressed; despondent,อารมณ์ชำรุด,1,6,หดหู่; ซึมเศร้า,
抑郁症,yì yù zhèng,clinical depression,ซึมเศร้า,1,6,โรคซึมเศร้า,
投,tóu,to throw; to cast,ส่ง,1,5,"โยน, ขว้าง",
投机,tóu jī,congenial; agreeable,"ถูกคอ, เข้ากันได้",1,6,"ถูกคอ, เข้ากันได้",
投票,tóu piào,to vote; to cast a vote,ลงคะแนน,1,6,ลงคะแนน,
抚摸,fǔ mō,to gently caress and stroke; to pet,"ลูบไล้, ลูบคลำ",1,6,"ลูบไล้, ลูบคลำ",
护,hù,to protect,ปกป้อง,1,6,ปกป้อง,
报告,bào gào,to inform; to report,รายงาน,1,5,รายงาน,
抵御,dǐ yù,to resist; to withstand,ยับยั้ง,1,6,ต้านทาน; ป้องกัน,
抵达,dǐ dá,to arrive; to reach,เดินทางถึง,1,5,เดินทางถึง,
抹,mǒ,to smear; to wipe,เช็ด,1,5,ทา; เช็ด,
押,yā,to mortgage; to pawn,นำวามตั้ง,1,6,จำนอง; จำนำ,
押金,yā jīn,deposit; down payment,เงินประกัน,1,5,"เงินมัดจำ, เงินประกัน",
抽屉,chōu tì,drawer,ลิ้นชัก,1,5,ลิ้นชัก,
拄,zhǔ,to lean on; to prop on,พิงพิงข้อม,1,6,ยัน (ด้วยไม้เท้า),
担保,dān bǎo,to guarantee; to vouch for,รับประกัน,1,6,ค้ำประกัน; รับรอง,
担忧,dān yōu,to worry; to be concerned,เป็นห่วง,1,6,เป็นห่วง,
担负,dān fù,to shoulder; to bear,แบกรับ,1,6,แบกรับ,
拍照,pāi zhào,to take a picture,ถ่ายรูป,1,6,ถ่ายรูป,
拖延,tuō yán,to delay; to put off,ชะลอ,1,6,ถ่วงเวลา; ผัดผ่อน,
拘束,jū shù,to restrict; to restrain,"จำกัด, ยับยั้ง",1,6,"จำกัด, ยับยั้ง",
招,zhāo,to recruit; to provoke,เรียก/ยั่วยุ,1,4,รับสมัคร; ยั่วยุ,
招收,zhāo shōu,to hire; to recruit,สรรหา,1,6,สรรหา,
招牌,zhāo pái,signboard; shop sign,ป้ายร้าน,1,5,ป้ายร้าน,
拜托,bài tuō,to request someone to do something; please!,ขอให้,1,6,ขอร้องล่ะ; รบกวนที,
拜见,bài jiàn,to pay a formal visit,เข้าเยี่ยม,1,6,เข้าพบ; เข้าคารวะ,
拥抱,yōng bào,to embrace; to hug,โอบกอด,1,5,โอบกอด,
拦,lán,to block someone's path; to obstruct,"ขวาง, กั้น",1,5,"ขวาง, กั้น",
拨通,bō tōng,to get through to someone on the phone,โทรออก,1,6,โทรติด,
拯救,zhěng jiù,to save; to rescue,ช่วยชีวิต,1,6,ช่วยชีวิต,
拼搏,pīn bó,to struggle; to wrestle,พยายามสู้,1,6,พยายามสู้,
拾,shí,to pick up; to collate or arrange,เก็บ,1,5,เก็บ,
拿手,ná shǒu,expert in; good at,เชี่ยวชาญ,1,5,เชี่ยวชาญ,
拿走,ná zǒu,to take away,พากว่นไป,1,5,"เอาไป, หยิบไป",
持久,chí jiǔ,lasting; enduring,ยาวนาน,1,6,ยาวนาน,
指定,zhǐ dìng,to appoint; to assign,กำหนด,1,6,กำหนด,
指数,zhǐ shù,"numerical, statistical index; math. exponent","ดัชนี, เลขชี้กำลัง",1,5,ดัชนี; เลขชี้กำลัง,
指示,zhǐ shì,to point out; to indicate,บอกสั่ง,1,6,ชี้แนะ; สั่งการ,
指责,zhǐ zé,to criticize; to find fault with,ตำหนิ,1,6,ตำหนิ,
挡,dǎng,to resist; to obstruct,"กั้น, บัง",1,5,"กั้น, บัง",
挣钱,zhèng qián,to make money,หาเงิน,1,5,หาเงิน,
振兴,zhèn xīng,to revive,ฟื้นฟูพัฒนา,1,6,ฟื้นฟูพัฒนา,
振动,zhèn dòng,to vibrate; to shake,สั่น,1,6,สั่น,
挽回,wǎn huí,to retrieve; to redeem,กู้คืน,1,6,กู้คืน,
捂,wǔ,to enclose; to cover with the hand,ปิดความ,1,6,"ปิดด้วยมือ, อุด",
捆,kǔn,a bunch; to tie together,มัด,1,6,มัด,
捉,zhuō,to clutch; to grab,จับได,1,6,จับ,
捐款,juān kuǎn,to donate money; to contribute funds,บริจาคเงิน,1,6,บริจาคเงิน,
损,sǔn,to diminish; to damage,เสีย,1,6,ลดทอน; เสียหาย,
换取,huàn qǔ,to obtain in exchange; to exchange for,แลกเอา,1,5,แลกเอา,
换言之,huàn yán zhī,in other words,กล่าวอีกนัยหนึ่ง,1,5,กล่าวอีกนัยหนึ่ง,
捧,pěng,to hold up; to flatter,"ประคอง (ถือด้วยสองมือ), ยกยอ",1,5,ประคอง (ถือด้วยสองมือ); ยกยอ,
掀起,xiān qǐ,to lift; to raise,ยกขึ้น,1,6,ยกขึ้น,
掉队,diào duì,to fall behind; to drop out,ออกจากหมู่คณะ,1,6,ตามไม่ทัน; หลุดจากขบวน,
掌管,zhǎng guǎn,in charge of; to control,บริหาร,1,5,บริหาร,
掐,qiā,to pick; to pinch,บีบ,1,6,"หยิก, บีบ; เด็ด",
排除,pái chú,to eliminate; to remove,เอาออก,1,6,ขจัด; กำจัด,
探,tàn,to explore; to search out,หาหาดู,1,6,สำรวจ; ค้นหา,
探望,tàn wàng,to visit; to call on someone,เยี่ยมเยือน,1,6,เยี่ยมเยือน,
探测,tàn cè,to probe; to survey,"สำรวจ, ตรวจหา",1,6,"สำรวจ, ตรวจหา",
探讨,tàn tǎo,to investigate; to probe,พูดคุยกัน,1,6,หารือ; ศึกษาค้นคว้า,
接听,jiē tīng,to answer the phone,รับสายโทรศัพท์,1,6,รับสายโทรศัพท์,
推开,tuī kāi,to push open; to push away,ผลักเปิด,1,4,ผลักเปิด; ผลักออก,
推断,tuī duàn,to infer; to deduce,"อนุมาน, สันนิษฐาน",1,6,"อนุมาน, สันนิษฐาน",
推行,tuī xíng,to implement; to carry out,ดำเนินการ,1,6,ดำเนินการ,
推进,tuī jìn,to impel; to carry forward,ส่งต่อ,1,6,ผลักดัน; ขับเคลื่อน,
推销,tuī xiāo,to market; to sell,ขาย,1,6,เสนอขาย; ส่งเสริมการขาย,
掩饰,yǎn shì,to cover up; to conceal,"ปกปิด, ปิดบัง",1,6,"ปกปิด, ปิดบัง",
掰,bāi,to break off (with hands),หักออก,1,5,หักออก,
揉,róu,to knead; to massage,นวด,1,6,นวด,
提倡,tí chàng,to promote; to advocate,เสนอแนะ,1,5,ส่งเสริม; สนับสนุน,
提到,tí dào,to mention; to raise,กล่าวถึง,1,4,กล่าวถึง,
提拔,tí bá,to promote (to a higher post),เลื่อนตำแหน่ง,1,6,เลื่อนตำแหน่ง,
提炼,tí liàn,to extract; to refine,กลั่น,1,6,กลั่น,
提示,tí shì,to point out; to remind,บอกเตือน,1,5,เตือน; บอกใบ้,
提问,tí wèn,to question; to quiz,ถามคำถาม,1,6,ถามคำถาม,
插嘴,chā zuǐ,to interrupt; to butt in,แทรกความ,1,6,พูดแทรก; แทรกบทสนทนา,
插图,chā tú,illustration,ภาพประกอบ,1,5,ภาพประกอบ,
握,wò,to hold; to grasp,"กำ, จับ",1,4,"กำ, จับ",
揣摩,chuǎi mó,to analyze; to try to figure out,พิจารณา,1,6,ตรึกตรอง; คาดเดา,
揭露,jiē lù,to expose; to unmask,เปิดเผย,1,6,เปิดโปง; แฉ,
搜集,sōu jí,to gather; to collect,สะสมรวบรวม,1,6,สะสมรวบรวม,
搞,gǎo,to do; to make,ทำ,1,5,ทำ,
搞鬼,gǎo guǐ,to make mischief; to play tricks,ลวงลวน,1,6,เล่นตุกติก; มีเล่ห์เหลี่ยม,
搬迁,bān qiān,to move; to relocate,ย้ายที่อยู่,1,6,ย้ายที่อยู่,
搭,dā,to put up; to build,สร้างคณะ,1,6,สร้าง; กาง,
搭配,dā pèi,to pair up; to match,จับคู่,1,5,จับคู่,
摄像机,shè xiàng jī,video camera,กล้องวิดีโอ,1,6,กล้องวิดีโอ,
摆,bǎi,to arrange; to exhibit,"จัดวาง, ตั้ง",1,5,"จัดวาง, ตั้ง",
摆脱,bǎi tuō,to break away from; to cast off,"สลัดพ้น, หลุดพ้น",1,5,"สลัดพ้น, หลุดพ้น",
摇晃,yáo huàng,to rock; to shake,"โยกคลอน, สั่นไหว",1,5,"โยกคลอน, สั่นไหว",
摇滚,yáo gǔn,rock 'n' roll; to rock,เพลงร็อก,1,6,เพลงร็อก,
摇篮,yáo lán,cradle,เปลสั่น,1,6,เปล,
摘,zhāi,to take; to select,เก็บ,1,6,เก็บ,
摩擦,mó cā,friction; rubbing,การเสียดสี,1,5,การเสียดสี,
摸索,mō suǒ,to feel about; to grope about,สำรวจด้วยการสัมผัส,1,6,คลำหา; งมหา,
撒,sā,to let go; to cast,ปล่อย,1,5,ปล่อย; โปรย,
撕,sī,to tear,ฉีก,1,5,ฉีก,
撰写,zhuàn xiě,to write; to compose,เขียน,1,6,เรียบเรียง; ประพันธ์,
操纵,cāo zòng,to operate; to control,จัดการ,1,6,ควบคุม; บงการ,
攀,pān,to climb; to implicate,ปีนขึ้น,1,5,ปีนขึ้น,
支付,zhī fù,to pay,จ่ายเงิน,1,5,จ่ายเงิน,
支票,zhī piào,check; cheque,เช็ค,1,5,เช็ค,
收回,shōu huí,to regain; to retake,นำกลับ,1,6,เรียกคืน; นำกลับ,
收看,shōu kàn,to watch,ชม,1,4,ชม,
收视率,shōu shì lǜ,ratings,อัตราการดู,1,6,อัตราการดู,
收费,shōu fèi,to charge a fee,เก็บค่าธรรมเนียม,1,4,เก็บค่าธรรมเนียม,
改动,gǎi dòng,to alter; to modify,เปลี่ยนแปลง,1,6,เปลี่ยนแปลง,
改编,gǎi biān,to adapt; to rearrange,ดัดแปลง,1,6,ดัดแปลง,
攻,gōng,to attack; to accuse,โจมตี,1,6,โจมตี,"ADJ: EN ""to accuse"" sense rare for bare 攻, dropped per lead+1"
攻击,gōng jī,to attack; to accuse,โจมตี,1,5,โจมตี,
放大,fàng dà,to enlarge; to magnify,ขยายใหญ่,1,6,ขยายใหญ่,
政府,zhèng fǔ,government,รัฐบาล,1,5,รัฐบาล,
政策,zhèng cè,policy,นโยบาย,1,5,นโยบาย,
敏锐,mǐn ruì,keen; sharp,"เฉียบแหลม, ไวต่อการรับรู้",1,6,"เฉียบแหลม, ไวต่อการรับรู้",
救援,jiù yuán,to save; to support,ช่วยเหลือ,1,5,กู้ภัย; ช่วยเหลือ,
教养,jiào yǎng,to educate; to bring up,"อบรมเลี้ยงดู, การมีมารยาทดี",1,5,อบรมเลี้ยงดู; การมีมารยาทดี,EN-GLOSS-BUG: EN verb-only; 有教养 manners noun sense real (kept)
散布,sàn bù,to disseminate,ระบาย,1,5,แพร่กระจาย; เผยแพร่,
敬礼,jìng lǐ,to salute; salute,"ทำความเคารพ, วันทยหัตถ์",1,5,"ทำความเคารพ, วันทยหัตถ์",
敬而远之,jìng ér yuǎn zhī,to keep a respectful distance,เคารพจากไกล,1,6,เคารพแต่อยู่ห่างๆ,
敬重,jìng zhòng,to respect deeply; to revere,"เคารพนับถือ, เคารพยำเกรง",1,6,"เคารพนับถือ, เคารพยำเกรง",
敲门,qiāo mén,to knock on a door,เคาะประตู,1,4,เคาะประตู,
整合,zhěng hé,to conform; to integrate,บูรณาการ,1,5,บูรณาการ,
整天,zhěng tiān,all day long; whole day,ทั้งวัน,1,6,ทั้งวัน,
整洁,zhěng jié,neatly; tidy,เรียบร้อย,1,6,เรียบร้อย,
整顿,zhěng dùn,to tidy up; to reorganize,ปรับปรุง,1,6,จัดระเบียบ; สะสาง,
文献,wén xiàn,reference material,เอกสารอ้างอิง,1,5,เอกสารอ้างอิง,
断定,duàn dìng,to conclude; to determine,"สรุปชี้ขาด, ฟันธง",1,5,"สรุปชี้ขาด, ฟันธง",
断断续续,duàn duàn xù xù,intermittent; off and on,"ขาด ๆ หาย ๆ, เป็นพัก ๆ",1,5,"ขาด ๆ หาย ๆ, เป็นพัก ๆ",
断裂,duàn liè,fracture; rupture,แตกหัก,1,6,แตกหัก,
新型,xīn xíng,new type; new kind,ประเภทใหม่,1,6,ประเภทใหม่,
新房,xīn fáng,brand new house; bridal chamber,บ้านใหม่,1,6,บ้านใหม่; ห้องหอ,
新款,xīn kuǎn,new style; latest fashion,แบบใหม่,1,5,แบบใหม่,
新生,xīn shēng,new; newborn,นักเรียนใหม่,1,4,แรกเกิด; นักเรียนใหม่,"EN-GLOSS-BUG: 新生 also means new student/freshman, omitted from English gloss; kept both senses"
方向盘,fāng xiàng pán,steering wheel,พวงมาลัย,1,6,พวงมาลัย,
施行,shī xíng,to put in place; to put into practice,ใช้บังคับ,1,5,ใช้บังคับ,
旅客,lǚ kè,traveler; tourist,นักท่องเที่ยว,1,6,ผู้โดยสาร; นักเดินทาง,
旅程,lǚ chéng,journey; trip,การเดินทาง,1,5,การเดินทาง,
旅行社,lǚ xíng shè,travel agency,บริษัทท่องเที่ยว,1,5,บริษัทท่องเที่ยว,
旋律,xuán lǜ,melody,ทำนอง,1,6,ทำนอง,
旗帜,qí zhì,ensign; flag,ธง,1,6,ธง,
无关紧要,wú guān jǐn yào,indifferent; insignificant,ไม่สำคัญ,1,5,ไม่สำคัญ,
无形,wú xíng,incorporeal; virtual,ไร้ตัวตน,1,5,จับต้องไม่ได้; ไร้รูปร่าง,
无形中,wú xíng zhōng,imperceptibly; virtually,โดยไม่รู้ตัว,1,5,โดยไม่รู้ตัว,
无忧无虑,wú yōu wú lǜ,idiom carefree; without worries,ไม่มีความกังวล,1,6,ไม่มีความกังวล,
无意,wú yì,inadvertent; accidental,โดยไม่ตั้งใจ,1,5,โดยไม่ตั้งใจ,
无所作为,wú suǒ zuò wéi,to achieve nothing; ineffective,ไม่มีความพยายาม,1,6,ทำอะไรไม่เป็นชิ้นเป็นอัน; อยู่ไปวันๆ,
无知,wú zhī,ignorant; ignorance,ความไม่รู้,1,6,ความไม่รู้,
无私,wú sī,selfless; unselfish,เสียสละ,1,5,ไม่เห็นแก่ตัว,
无穷,wú qióng,endless; boundless,ไร้สิ้นสุด,1,6,ไม่มีที่สิ้นสุด,
无线,wú xiàn,wireless,ไร้สาย,1,6,ไร้สาย,
无能,wú néng,incompetence; inability,ไม่มีความสามารถ,1,5,ไม่มีความสามารถ,
无足轻重,wú zú qīng zhòng,insignificant,ไม่สำคัญ,1,5,ไม่สำคัญ,
日后,rì hòu,sometime; someday,ครั้งต่อไป,1,4,วันข้างหน้า,
日夜,rì yè,day and night; around the clock,วันและคืน,1,6,ทั้งวันทั้งคืน,
日益,rì yì,day by day; more and more,มากขึ้นเรื่อย ๆ,1,6,มากขึ้นเรื่อย ๆ,
日程,rì chéng,schedule; itinerary,ตารางการ,1,5,กำหนดการ,
旨在,zhǐ zài,to have as its purpose; to be intended to,มีวัตถุประสงค์,1,6,มีวัตถุประสงค์,
早日,zǎo rì,soon; at an early date,ไม่นานนี้,1,5,โดยเร็ว,
早饭,zǎo fàn,breakfast,อาหารเช้า,1,4,อาหารเช้า,
时时,shí shí,often; constantly,บ่อยครั้ง,1,6,บ่อยครั้ง,
时段,shí duàn,time interval; work shift,ช่วงเวลา,1,4,ช่วงเวลา,
时节,shí jié,season; time,ฤดู,1,5,ฤดู,
时装,shí zhuāng,fashion; fashionable clothes,แฟชั่น,1,5,แฟชั่น,
明日,míng rì,tomorrow,พรุ่งนี้,1,6,พรุ่งนี้,
明智,míng zhì,sensible; wise,ฉลาด,1,5,ฉลาด,
春季,chūn jì,springtime,ฤดูใบไม้ผลิ,1,3,ฤดูใบไม้ผลิ,
是非,shì fēi,right and wrong; quarrel,ถูกและผิด,1,6,ถูกผิด; การทะเลาะ,
昼夜,zhòu yè,day and night; period of 24 hours,วันและคืน,1,6,ทั้งวันทั้งคืน,
显出,xiǎn chū,to express; to exhibit,แสดงออก,1,5,แสดงออก,
显眼,xiǎn yǎn,conspicuous; eye-catching,เด่นชัด,1,5,สะดุดตา,
晕,yūn,confused; dizzy,วิงเวียน,1,6,วิงเวียน,
晕倒,yūn dǎo,to faint; to swoon,ลมหายใจ,1,5,"เป็นลม, หมดสติ",
晚期,wǎn qī,later period; end stage,ช่วงท้าย,1,6,ช่วงท้าย,
普及,pǔ jí,to spread extensively; to generalize,แพร่หลาย,1,6,แพร่หลาย,
普通人,pǔ tōng rén,ordinary person; private citizen,คนธรรมดา,1,4,คนธรรมดา,
景区,jǐng qū,scenic area,บริเวณท่องเที่ยว,1,6,บริเวณท่องเที่ยว,
景点,jǐng diǎn,tourist attraction; scenic spot,สถานที่น่าสนใจ,1,6,สถานที่ท่องเที่ยว,
晶莹,jīng yíng,sparkling and translucent,ส่องสว่างและใส,1,6,แวววาวใส,
智能,zhì néng,intelligent; able,ฉลาด,1,5,ฉลาด,
暂,zàn,temporary,ชั่วคราว,1,6,ชั่วคราว,
暂停,zàn tíng,to suspend; time-out,หยุดชั่วคราว,1,6,หยุดชั่วคราว,
暑期,shǔ qī,summer vacation time,ช่วงปิดเทอมฤดูร้อน,1,5,ช่วงปิดเทอมฤดูร้อน,
