orig_row,hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
2272,车站,chē zhàn,rail station; bus stop,สถานีรถ,2,3,สถานีรถไฟ; ป้ายรถเมล์,
2275,转变,zhuǎn biàn,to change; to transform,เปลี่ยนแปลง,2,5,เปลี่ยนแปลง,
2278,辞,cí,to resign; to dismiss,"ลาออก, ปลดออก",2,5,ลาออก; ปลดออก,
2280,辨认,biàn rèn,to recognize; to identify,"รู้จำ, ระบุตัวตน",2,6,"จำได้, ระบุตัว",
2287,运行,yùn xíng,to operate; to run,ดำเนินการ,2,5,"ทำงาน, เดินเครื่อง",
2298,退役,tuì yì,of military personnel or athletes to retire,"เกษียณ, ออกจากงาน",2,6,ปลดประจำการ; เลิกเล่นอาชีพ,"สองความหมาย: ทหาร=ปลดประจำการ, นักกีฬา=เลิกเล่น"
2304,通风,tōng fēng,airy; ventilation,การปล่อยอากาศ,2,5,"การระบายอากาศ, อากาศถ่ายเท",
2306,逻辑,luó jí,loanword logic,ตรรกศาสตร์,2,5,ตรรกะ,
2312,遵照,zūn zhào,in accordance with; to follow,"ตามสัญญา, ตามข้อกำหนด",2,6,"ปฏิบัติตาม, ทำตาม",
2316,醒,xǐng,to wake up; to be awake,ตื่น,2,4,ตื่น,
2328,闪,shǎn,to dodge; to flash (light),หลบเลี่ยง,2,6,หลบ; แวบ (แสง),เพิ่มความหมาย flash ที่ต้นฉบับตกไป
2329,闪烁,shǎn shuò,to glisten; to be evasive,"กระพริบ, เงาระยิบ",2,6,วิบวับ; พูดเลี่ยงๆ,ความหมายที่สอง evasive = พูดเลี่ยง
2330,闭幕,bì mù,the curtain falls; lower the curtain,"ลดจอ, ปิดหมาก",2,6,"ปิดม่าน, พิธีปิด","ต้นฉบับ 'ลดจอ, ปิดหมาก' ไม่มีความหมาย"
2336,阻挡,zǔ dǎng,to stop; to resist,"ขวาง, ต้านทาน",2,6,"ขวาง, ต้านทาน",
2338,院子,yuàn zi,courtyard; garden,บ้านสน,2,4,ลานบ้าน,
2342,陪伴,péi bàn,to accompany,มาพร้อมกับ,2,5,อยู่เป็นเพื่อน,
2343,隆重,lóng zhòng,grand; prosperous,"อย่างอาวุโส, สำคัญ",2,6,"ยิ่งใหญ่, เอิกเกริก",EN-GLOSS-BUG: 隆重 = grand/ceremonious/solemn ไม่ใช่ 'prosperous' (สับสนกับ 兴隆); แปลตามความหมายจริง
2351,零钱,líng qián,change; small change,เหรียญสด,2,3,"เศษเงิน, เงินทอน",ต้นฉบับ 'เหรียญสด' ไม่มีความหมาย
2354,露,lù,"dew; to reveal, expose",เปิดเผย,2,5,น้ำค้าง; เปิดเผย,เพิ่มความหมาย dew ที่ต้นฉบับตกไป
2358,青春期,qīng chūn qī,puberty; adolescence,วัยรุ่นและเยาวชน,2,6,วัยแรกรุ่น,
2360,革新,gé xīn,to innovate; innovation,ทำให้ทันสมัยและปรับปรุง,2,6,"สร้างสรรค์สิ่งใหม่, ปฏิรูป",
2364,顺着,shùn zhe,to follow; following,ตามลำดับ,2,5,"ไปตาม, ตามแนว",
2370,风浪,fēng làng,wind and waves; rough waters,คลื่นลม,2,5,คลื่นลม,
2373,饱,bǎo,to eat till full; satisfied,อิ่มอยากกว่า,2,3,"อิ่ม, อิ่มท้อง",ต้นฉบับ 'อิ่มอยากกว่า' ไม่มีความหมาย
2378,骏马,jùn mǎ,fine horse; steed,ม้าแข่งดี,2,6,"ม้าฝีเท้าดี, ม้าพันธุ์ดี",
2380,高层,gāo céng,high-rise; high level,ระดับสูง,2,5,อาคารสูง; ระดับสูง,
2385,鹰,yīng,eagle; hawk,นกอินทรีย์,2,5,นกอินทรี; เหยี่ยว,ต้นฉบับสะกด 'นกอินทรีย์' ผิด (อินทรีย์=organic)
2386,麻,má,hemp,กัญชา,2,5,"ป่าน, ปอ",ต้นฉบับ 'กัญชา' = cannabis (大麻) ผิด; 麻 = hemp/flax
2394,一动不动,yī dòng bù dòng,motionless,นิ่งเฉยไม่ขยับ,1,5,นิ่งเฉยไม่ขยับ,
2396,一向,yí xiàng,always; all along; consistently,"เสมอ, เป็นปกติ",1,6,"เสมอ, เป็นปกติ",
2405,一目了然,yī mù liǎo rán,obvious at a glance,เห็นได้ชัดเจน,1,6,เห็นแวบเดียวก็เข้าใจ,
2408,一辈子,yī bèi zi,for a lifetime,ตลอดชีวิต,1,5,ตลอดชีวิต,
2412,上下,shàng xià,"up and down; about, or so",ขึ้นลง,1,3,ขึ้นลง; ประมาณ,
2416,上当,shàng dàng,taken in; to be fooled,ตกหลุมพราง,1,5,โดนหลอก,
2418,上楼,shàng lóu,to go upstairs,ขึ้นไปบน,1,3,ขึ้นชั้นบน,
2425,下游,xià yóu,lower reaches; lower level,ตอนล่าง,1,6,ปลายน้ำ; ระดับล่าง,
2428,不一会儿,bù yī huì er,in a little while,ไม่นาน,1,5,ไม่นาน,
2430,不假思索,bù jiǎ sī suǒ,idiom to act without taking time to think,ไม่คิดไตร่ตรองก่อน,1,5,ไม่ต้องคิดเลย,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = without hesitation
2432,不在乎,bù zài hū,not to care,ไม่ใส่ใจ,1,6,ไม่แคร์,
2433,不已,bù yǐ,used after a verb endlessly; incessantly,อย่างไม่หยุด,1,5,อย่างไม่หยุดหย่อน,EN-GLOSS-BUG: gloss embeds a grammar note ('used after a verb'); sense = endlessly/incessantly
2435,不怎么,bù zěn me,not very; not particularly,"ไม่มาก, ไม่เป็นพิเศษ",1,6,ไม่ค่อย,
2437,不懈,bù xiè,untiring; unremitting,อย่างไม่ยอมแพ้,1,5,ไม่ย่อท้อ,
2440,不服气,bù fú qì,unwilling to concede; defiant,ไม่ยอมรับ,1,6,ไม่ยอมง่ายๆ,
2441,不用说,bú yòng shuō,needless to say; it goes without saying,"ไม่ต้องพูด, เห็นได้ชัด",1,6,ไม่ต้องพูดก็รู้,
2445,不至于,bù zhì yú,unlikely to go so far as to; not as bad as,"ไม่น่าจะ, ไม่ถึง",1,6,ไม่ถึงขนาดนั้น,
2446,不起眼,bù qǐ yǎn,unremarkable; nothing out of the ordinary,ไม่น่าสนใจ,1,5,ไม่สะดุดตา,
2447,不顾,bù gù,in spite of; regardless of,"ไม่สนใจ, ละเลิง",1,6,ไม่คำนึงถึง,
2448,与众不同,yǔ zhòng bù tóng,idiom to stand out from the crowd,แตกต่างจากคนอื่น,1,6,ไม่เหมือนใคร,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = unique/unlike others
2450,丑,chǒu,ugly,หน้าตาไม่ดี,1,6,น่าเกลียด,
2452,专人,zhuān rén,specially assigned person,"ผู้เชี่ยวชาญ, บุคลากรพิเศษ",1,6,คนที่ได้รับมอบหมายเฉพาะ,
2454,世界杯,shì jiè bēi,World Cup,สนามโลก,1,4,ฟุตบอลโลก,
2457,丛林,cóng lín,jungle; thicket,"ป่า, ป่าไม้หนาแน่น",1,6,ป่าทึบ,
2460,丝毫,sī háo,the slightest amount or degree; a bit,สักเล็กน้อย,1,5,แม้แต่นิดเดียว,
2474,串,chuàn,to string together; to skewer,โยงถ้อยความเข้าด้วยกัน,1,5,ร้อยเข้าด้วยกัน; เสียบไม้,
2475,临,lín,to face; to overlook,"หันไป, มองเห็น",1,6,หันหน้าเข้าหา,second opinion: EN restricts to face/overlook; 临 also = approach a time/place
2477,为期,wéi qī,to be done by; lasting,ใช้เวลาไป,1,5,เป็นเวลา,
2479,为难,wéi nán,awkward; to put in a bind,อึดอัดใจหรือสร้างปัญหา,1,5,ลำบากใจ; ทำให้ลำบากใจ,
2480,主导,zhǔ dǎo,leading; dominant,"นำ, เป็นอันดับแรก",1,6,"นำ, เป็นหลัก",
2481,主流,zhǔ liú,main stream,"กระแสหลัก, ทางมาตรฐาน",1,6,กระแสหลัก,
2483,主管,zhǔ guǎn,in charge; responsible for,หัวหน้า,1,4,ดูแลรับผิดชอบ,
2488,之类,zhī lèi,and so on; and such,และสิ่งอื่นๆ,1,6,อะไรทำนองนั้น,
2491,乖,guāi,obedient; well-behaved,เชื่องหรือฉลาด,1,5,"เชื่อฟัง, ว่านอนสอนง่าย",
2493,书桌,shū zhuō,desk,โต๊ะเรียน,1,5,โต๊ะเขียนหนังสือ,
2495,争先恐后,zhēng xiān kǒng hòu,idiom to compete to be first,แข่งขันและกระตุ้นใจ,1,5,แย่งกันเป็นที่หนึ่ง,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = scramble to be first
2496,争分夺秒,zhēng fēn duó miǎo,lit; making every second count,"แข่งกับเวลา, ฉวยทุกวินาที",1,5,"แข่งกับเวลา, ฉวยทุกวินาที",EN-GLOSS-BUG: 'lit;' meta-label leaked into gloss; sense = race against time
2500,事后,shì hòu,after the event; in hindsight,หลังเรื่องจบ,1,3,หลังเกิดเหตุ,
2502,互信,hù xìn,mutual trust,ความเชื่อถือซึ่งกันและกัน,1,6,ความไว้ใจซึ่งกันและกัน,
2505,五花八门,wǔ huā bā mén,myriad; all kinds of,"หลากหลายชนิด, มีหลายชนิด",1,6,สารพัด,
2506,五颜六色,wǔ yán liù sè,multicolored; every color under the sun,เรียงสี,1,3,หลากสีสัน,
2507,交界,jiāo jiè,common boundary; common border,ชายแดน,1,5,รอยต่อ,
2510,亲,qīn,parent; one's own,"ผู้ปกครอง, ตัวเองในที่นี้",1,4,สายเลือดเดียวกัน,second opinion: 亲 standalone glossed 'parent' is weak; usually blood relation / dear
2512,亲近,qīn jìn,of people or relationships close; intimate,"ใกล้ชิด, เข้าใจเป็นอย่างดี",1,6,"สนิทสนม, ใกล้ชิด",
2514,人性,rén xìng,human nature; humanity,"ลักษณะนิสัยมนุษย์, มนุษยธรรม",1,6,ธรรมชาติของมนุษย์; มนุษยธรรม,
2516,人选,rén xuǎn,choice of person; candidate,ผู้ที่ได้รับการเลือก,1,5,ตัวเลือกที่เหมาะสม,
2517,仍旧,réng jiù,still; to remain,ยังคงเป็นเช่นเดิม,1,5,"ยังคง, เหมือนเดิม",
2522,以致,yǐ zhì,to such an extent as to; down to,ถึงจุดที่,1,5,จนทำให้,
2524,休想,xiū xiǎng,don't think; don't imagine,อย่าคิดสักนิดหน่อย,1,6,อย่าหวังเลย,
2525,休眠,xiū mián,biology dormant; of a volcano dormant,"สงบนิ่ง (ภูเขาไฟ), จำศีล (สิ่งมีชีวิต)",1,5,จำศีล (สิ่งมีชีวิต); สงบนิ่ง (ภูเขาไฟ),
2526,优质,yōu zhì,excellent quality,คุณภาพดี,1,5,คุณภาพเยี่ยม,
2533,伪装,wěi zhuāng,to pretend to be; to disguise oneself as,"แอบปกปิด, ตัวตนเท็จ",1,6,"ปลอมตัว, อำพราง",
2541,住宅,zhù zhái,residence; dwelling,ที่อยู่อาศัย,1,5,ที่อยู่อาศัย,
2544,体能,tǐ néng,physical capability; stamina,ความสามารถทางกายภาพ,1,6,สมรรถภาพร่างกาย,
2549,作风,zuò fēng,style; style of work,ลักษณะการปฏิบัติ,1,6,แนวทางการทำงาน,
2550,佳节,jiā jié,festive day; holiday,วันพิเศษที่สำคัญ,1,6,เทศกาลรื่นเริง,
2551,使劲,shǐ jìn,to exert all one's strength,ใช้กำลังทั้งหมด,1,6,ออกแรงเต็มที่,
2553,例外,lì wài,exception; to be an exception,ยกเว้น,1,6,ข้อยกเว้น,
2557,依依不舍,yī yī bù shě,reluctant to part,"ไม่อยากจากไป, หัวใจตรึงเตือน",1,6,อาลัยอาวรณ์,
2559,依据,yī jù,according to; basis,"ตามที่, พื้นฐาน",1,6,ตามที่; หลักฐานอ้างอิง,
2560,依旧,yī jiù,as before; still,"เช่นเดิม, ยังคง",1,6,"เช่นเดิม, ยังคง",
2562,侧面,cè miàn,lateral side; side,"ด้านข้าง, มุมมองอื่น",1,6,ด้านข้าง; แง่มุมหนึ่ง,
2567,俗话,sú huà,common saying; proverb,"สำนวนสมัยนิยม, คำพูดทั่วไป",1,6,คำพังเพย; สุภาษิต,
2568,俗话说,sú huà shuō,as the proverb says; as they say...,อย่างที่กล่าวกันทั่วไป,1,6,อย่างที่เขาว่ากันว่า,
2569,俗语,sú yǔ,common saying; proverb,"สำนวนธรรมชาติ, คำพูดทั่วไป",1,6,สำนวน; คำพังเพย,
2570,保守,bǎo shǒu,conservative; to guard,"อนุรักษ์นิยม, เก็บไว้",1,6,อนุรักษ์นิยม; รักษา(ความลับ),
2578,倒下,dǎo xià,to collapse; to topple over,"หล่นล้ม, ล้มสลาย",1,6,ล้มลง,
2579,候选人,hòu xuǎn rén,candidate,ผู้สมัครหรือตัวเลือก,1,5,ผู้สมัครรับเลือก,
2582,值班,zhí bān,to work a shift; on duty,"ยึดหลัง, ระหว่างเวรยาม",1,6,"เข้าเวร, อยู่เวร",
2587,假设,jiǎ shè,to suppose; to presume,สมมติ,1,5,สมมติ,
2588,偏偏,piān piān,contrary to expectations; just,โดยไม่ตั้งใจ,1,5,ดันจะ,second opinion: 偏偏 = contrary to one's wishes/expectations; hard to gloss in one word
2594,偶像,ǒu xiàng,idol,"รูปปั้น, ดาวคนดัง",1,6,ไอดอล; รูปเคารพ,
2595,偷偷,tōu tōu,stealthily; secretly,ลับๆ,1,5,แอบๆ,
2596,储存,chǔ cún,stockpile; to store,สะสมเก็บ,1,5,เก็บสะสม,
2598,催促,cuī cù,to urge,ผลักดัน,1,5,เร่งรัด,
2612,入侵,rù qīn,to invade,บุกรุก,1,5,"รุกราน, บุกรุก",
2613,入门,rù mén,entrance door; to enter a door,"เข้าประตู, เริ่มต้น",1,6,เริ่มต้นเรียนรู้; พื้นฐานเบื้องต้น,"EN-GLOSS-BUG: ""entrance door/to enter a door"" mis-parses 入门; real sense = get started / learn the basics of a subject"
2618,全心全意,quán xīn quán yì,idiom heart and soul; wholeheartedly,เต็มใจเต็มหัวใจ,1,5,"อย่างสุดหัวใจ, เต็มอกเต็มใจ",
2619,全程,quán chéng,the whole distance; from beginning to end,"ตลอดระยะทาง, จากต้นจนจบ",1,6,"ตลอดระยะทาง, จากต้นจนจบ",
2629,共有,gòng yǒu,in total there are ...; to own jointly,มีทั้งสิ้น,1,3,มีทั้งสิ้น; เป็นเจ้าของร่วมกัน,
2637,兴致,xìng zhì,mood; spirits,สภาวะจิตใจ,1,5,"อารมณ์, ความสนใจ",
2644,内外,nèi wài,inside and outside; domestic and foreign,"ข้างใน และข้างนอก, ในและนอก",1,6,ในและนอก; ในและต่างประเทศ,
2646,再也,zài yě,not ever again; any longer,ไม่เคยอีก,1,5,"ไม่อีกต่อไป, ไม่อีกเลย","bound adverb, always paired with a negation"
2649,军人,jūn rén,serviceman; soldier,"ทหาร, นักรบ",1,6,ทหาร,
2653,决策,jué cè,strategic decision; decision-making,การตัดสินใจที่กำหนดนโยบาย,1,6,การตัดสินใจเชิงนโยบาย,
2654,况且,kuàng qiě,moreover; besides,"นอกจากนั้น, ยิ่งไปกว่านั้น",1,6,"นอกจากนั้น, ยิ่งไปกว่านั้น",
2659,冷酷,lěng kù,unfeeling; callous,"หนาว, ไร้เมตตา",1,6,"ไร้เมตตา, เยือกเย็น",
2663,减压,jiǎn yā,to reduce pressure; to relax,ลดแรงดัน,1,5,ลดแรงดัน; คลายเครียด,
2667,凶,xiōng,terrible; fearful,น่ากลัว,1,5,น่ากลัว,
2668,凶手,xiōng shǒu,murderer; assassin,"อาชญากร, ผู้ร้ายฆาตกรรม",1,6,"ฆาตกร, มือสังหาร",
2671,出入,chū rù,to go out and come in; entrance and exit,"เข้าและออก, ทางเข้าออก",1,6,"เข้าและออก, ทางเข้าออก",
2691,列入,liè rù,to include on a list,เพิ่มเข้าในรายการ,1,6,เพิ่มเข้าในรายการ,
2692,创伤,chuāng shāng,wound; injury,"บาดแผล, อาการเจ็บปวด",1,6,บาดแผล; ความบอบช้ำทางใจ,
2698,别致,bié zhì,unusual; unique,"แปลกใจ, พิเศษ",1,6,"แปลกตา, มีเอกลักษณ์",
2705,剂,jì,dose; preparation (medicine),"ค่ายา, หน่วยการแบ่ง",1,6,"ขนาดยา (โดส), ตัวยา",
2714,劝阻,quàn zǔ,to advise against; to dissuade,ห้าม,1,5,"ห้ามปราม, ทัดทาน",
2720,动感,dòng gǎn,sense of movement; dynamic,การเคลื่อนไหว,1,5,"ความรู้สึกเคลื่อนไหว, ความมีชีวิตชีวา",
2722,动荡,dòng dàng,unrest; turmoil,"ความวุ่นวาย, การปั่นป่วน",1,6,"ความวุ่นวาย, การปั่นป่วน",
2729,化解,huà jiě,to dissolve; to resolve,"ละลาย, ยุติข้อพิพาท",1,6,"คลี่คลาย, ขจัด(ความขัดแย้ง)",
2730,化身,huà shēn,incarnation; reincarnation,"ตัวตน, ปรากฏรูป",1,6,"อวตาร, ร่างจำแลง",
2742,单薄,dān bó,weak; frail,"อ่อนแอ, ปราศจาก",1,6,"อ่อนแอ, บอบบาง",
2748,即可,jí kě,equivalent to; can then,ก็ได้,1,4,"ก็พอ, ก็ใช้ได้","EN-GLOSS-BUG: ""equivalent to"" is wrong for 即可; means ""...and that will do / then it is fine"""
2749,卵,luǎn,egg; ovum,"ไข่, ไข่เซลล์",1,6,"ไข่, เซลล์ไข่",
2758,原材料,yuán cái liào,raw and semifinished materials,"วัตถุดิบ, วัสดุสด",1,6,"วัตถุดิบ, วัสดุตั้งต้น",
2761,去除,qù chú,to remove; to dislodge,ลบออก,1,5,"กำจัด, ขจัดออก",
2762,参赛,cān sài,to compete; to take part in a competition,เข้าร่วมการแข่งขัน,1,4,เข้าร่วมการแข่งขัน,
2765,及其,jí qí,conjunction linking two nouns and its,และสิ่งต่างๆ,1,6,และ...ของมัน; ตลอดจน,grammar connective 及(and)+其(its); no clean standalone gloss
2766,及早,jí zǎo,at the earliest possible time,เร็วๆ,1,5,"แต่เนิ่นๆ, โดยเร็ว",
2770,反倒,fǎn dào,but on the contrary; but instead,แต่กลับ,1,6,แต่กลับ,
2771,反差,fǎn chà,contrast; discrepancy,"ความแตกต่าง, ความเหลื่อม",1,6,"ความแตกต่าง, ความตัดกัน",
2785,发财,fā cái,to get rich,"รวย, ค้าขาย",1,6,"ร่ำรวย, รวย",
2790,取胜,qǔ shèng,to win; to prevail,ชนะสิ้นสุด,1,5,"เอาชนะ, คว้าชัยชนะ",
2795,口号,kǒu hào,slogan; catchphrase,"คำขวัญ, สโลแกน",1,6,"คำขวัญ, สโลแกน",
2796,口感,kǒu gǎn,mouthfeel; texture,"สัมผัสในปาก, เนื้อสัมผัส",1,6,"สัมผัสในปาก, เนื้อสัมผัส",
2800,古朴,gǔ piáo,simple and unadorned,เรียบง่ายและไม่หรูหรา,1,6,เรียบง่ายและไม่หรูหรา,"pinyin bug: 朴 reads pǔ here (gǔ pǔ), not piáo"
2805,可观,kě guān,worth seeing; considerable,"น่าสนใจ, มีมูลค่า",1,6,น่าชม; มากพอสมควร,
2808,号称,hào chēng,to be known as; to be nicknamed,เรียกว่า,1,5,ได้ชื่อว่า,
2809,叼,diāo,to hold with one's mouth,"กัด, ชก",1,6,คาบ,
2811,合情合理,hé qíng hé lǐ,idiom reasonable; fair,สมควรและสมเหตุสมผล,1,6,สมควรและสมเหตุสมผล,
2816,名单,míng dān,list of names,รายชื่อ,1,3,รายชื่อ,
2821,后遗症,hòu yí zhèng,medicine sequelae; residual effects,อาการคงค้าง,1,5,"อาการที่หลงเหลือ, ผลข้างเคียงที่ตามมา",
2822,吐,tǔ,to spit; to send out,"คาย, บ่งบอก",1,6,คายออก; ถ่ม,
2831,启动,qǐ dòng,to start,"เริ่มต้น, สั่งการ",1,6,"เริ่มเดินเครื่อง, เริ่มต้น",
2836,吼,hǒu,to roar; to howl,"คำราม, ผ่านโต้",1,6,"คำราม, แผดเสียง",
2845,咱,zán,I or me; we,ผม/เรา,1,4,เรา,
2846,咳,ké,cough,"เสียงไอ, ห้อม",1,6,ไอ,
2848,品行,pǐn xíng,behavior; moral conduct,"พฤติกรรม, นิสัย",1,6,"ความประพฤติ, นิสัย",
2854,唯独,wéi dú,only; just,เพียงเท่านั้น,1,5,เพียงเท่านั้น,
2855,商讨,shāng tǎo,to discuss; to deliberate,พูดคุยปรึกษา,1,6,ปรึกษาหารือ,
2856,啦,la,(exclamatory particle),คำลงท้ายประโยคแสดงอารมณ์,1,6,ล่ะ (คำลงท้ายแสดงอารมณ์),
2859,喜庆,xǐ qìng,jubilation; festive,สนุกสนาน,1,5,"รื่นเริง, เป็นมงคล",
2861,嘉宾,jiā bīn,esteemed guest; honored guest,แขกสำคัญ,1,5,แขกผู้มีเกียรติ,
2863,嚷,rǎng,to shout; to bellow,ตะโกน,1,5,ตะโกน,
2869,回馈,huí kuì,to repay a favor; to give back,"ตอบแทน, ให้ของขวัญ",1,6,"ตอบแทน, คืนกลับ",
2871,团圆,tuán yuán,to have a reunion,ชุมนุมครอบครัว,1,5,อยู่พร้อมหน้ากัน,
2873,困扰,kùn rǎo,to perplex; to disturb,อุปสรรค,1,5,"รบกวนจิตใจ, กวนใจ",
2877,国土,guó tǔ,country's territory; national land,"อาณาเขต, พื้นดิน",1,6,"ดินแดน, อาณาเขต",
2882,圆满,yuán mǎn,satisfactory; consummate,"น่าพอใจ, บรรเลง",1,6,"ราบรื่นสมบูรณ์, น่าพอใจ",
2883,圈,quān,circle; ring,"ล้อม, ปิด",1,6,"วง, วงกลม",
2889,地道,dì dào,tunnel; causeway,"อุโมงค์, ทางสาย",1,6,อุโมงค์,EN-GLOSS-BUG: '地道' rarely means causeway; dominant sense 'authentic/genuine' (dìdao) missing
2895,坚决,jiān jué,firm; resolute,"หาญหาญ, เด็ดขาด",1,6,"เด็ดเดี่ยว, แน่วแน่",
2900,型号,xíng hào,model; type,รุ่นชนิด,1,5,"รุ่น, แบบ",
2901,垫,diàn,pad; cushion,"นวม, หมอน",1,6,"เบาะ, แผ่นรอง",
2904,基地,jī dì,base; home base,ฐานทัพ,1,5,"ฐาน, ฐานที่มั่น",
2912,壁画,bì huà,mural; fresco,ภาพจิตรกรรม,1,6,ภาพจิตรกรรมฝาผนัง,
2918,外交,wài jiāo,diplomacy; diplomatic,"นโยบายต่างประเทศ, สัมพันธ์",1,6,"การทูต, การต่างประเทศ",
2926,多功能,duō gōng néng,multifunctional; multifunction,"หลายหน้าที่, เอนกประสงค์",1,6,อเนกประสงค์,
2930,大吃一惊,dà chī yī jīng,idiom astounded,ตกใจ,1,4,ตกใจมาก,
2934,大方,dà fāng,generous; poised; tasteful,ผู้ชำนาญ,1,5,ใจกว้าง; มีรสนิยม,
2936,大片,dà piàn,wide expanse; large area,พื้นที่กว้างใหญ่,1,5,พื้นที่กว้างใหญ่,EN-GLOSS-BUG: dominant modern sense 'blockbuster (film)' missing
2937,大致,dà zhì,more or less; roughly,ประมาณนั้น,1,5,"โดยประมาณ, คร่าวๆ",
2941,大门,dà mén,gate; front door; entrance,เดอะดอร์ส (วงร็อกอเมริกัน),1,4,"ประตูใหญ่, ประตูรั้ว",thai_current was garbage ('The Doors' band); English gloss fine
2942,天性,tiān xìng,nature; innate tendency,ธรรมชาติ,1,6,"นิสัยแต่กำเนิด, ธรรมชาติของคน",
2943,天文,tiān wén,astronomy,ศาสตร์ดาราศาสตร์,1,6,ดาราศาสตร์,
2944,天桥,tiān qiáo,overpass; pedestrian bridge,สะพานฟ้า,1,4,สะพานลอย,
2955,夸,kuā,to praise; to boast; to exaggerate,พูดเกินจริง,1,6,ชม; พูดเกินจริง,
2956,夸大,kuā dà,to exaggerate,ขยายโตได้,1,5,"พูดเกินจริง, ทำให้เกินจริง",
2959,奋力,fèn lì,to do everything one can; to spare no effort,พยายามอย่างแรง,1,6,"สุดกำลัง, ทุ่มเทเต็มที่",
2960,奏效,zòu xiào,to show results; to be effective,มีผล,1,6,"ได้ผล, เห็นผล",
2961,奔,bēn,to hurry; to rush,วิ่ง,1,6,"วิ่ง, รีบไป",
2962,奖项,jiǎng xiàng,award; prize,รางวัล,1,6,รางวัล,
2963,好人,hǎo rén,good person; healthy person,คนดี,1,5,คนดี,kept lead 'good person'; rare 'healthy person' sense dropped
2965,好坏,hǎo huài,good or bad; good and bad,ดี-เลว,1,6,ดีหรือเลว,
2966,好意,hǎo yì,good intention; kindness,ความใจดี,1,5,"ความหวังดี, น้ำใจดี",
2971,妨碍,fáng ài,to hinder; to obstruct,เป็นอุปสรรค,1,5,"ขัดขวาง, เป็นอุปสรรคต่อ",
2975,嫩,nèn,young and tender; of food tender,อ่อนนุ่ม,1,5,อ่อนนุ่ม,
2977,字体,zì tǐ,calligraphic style; typeface,ลักษณ์ตัวอักษร,1,6,"แบบอักษร, ฟอนต์",
2978,存款,cún kuǎn,to deposit money; bank savings,เงินสะสม,1,5,เงินฝาก; ฝากเงิน,
2979,季,jì,season,ฤดู,1,3,ฤดู,
2981,学艺,xué yì,to learn a skill or art,เรียนศิลป์,1,5,"ฝึกวิชา, เรียนศิลปวิทยา",
2985,守,shǒu,to guard; to defend,พิทักษ์,1,6,"เฝ้า, ปกป้อง",
2991,宗教,zōng jiào,religion,ศาสนา,1,5,ศาสนา,
2997,定金,dìng jīn,down payment; advance payment,เงินมัดจำ,1,5,เงินมัดจำ,
3000,宝藏,bǎo zàng,precious mineral deposits; hidden treasure,สมบัติที่ซ่อนอยู่,1,6,"ขุมทรัพย์, สมบัติล้ำค่า",
3002,实地,shí dì,on-site,ณ สถานที่จริง,1,6,ณ สถานที่จริง,
3004,实物,shí wù,material object; concrete object,วัตถุจริง,1,6,ของจริง,
3006,实验室,shí yàn shì,laboratory,ห้องปฏิบัติการ,1,5,ห้องปฏิบัติการ,
3008,宣泄,xuān xiè,to drain; to unburden oneself,ระบาย,1,5,ระบาย,
3012,宽厚,kuān hòu,tolerant; generous,ใจกว้างเมตตา,1,4,โอบอ้อมอารี,
3014,寂静,jì jìng,quiet,นิ่งเสียง,1,6,เงียบสงบ,
3015,寄托,jì tuō,to entrust; to place in,มอบให้,1,6,ฝากความหวังไว้,
3016,密,mì,dense; secret,ลับ,1,5,หนาแน่น; ลับ,
3021,对外,duì wài,external; foreign,ต่างประเทศ,1,5,ภายนอก; ต่างประเทศ,
3023,对白,duì bái,dialogue,บทสนทนา,1,6,บทสนทนา,
3027,导师,dǎo shī,tutor; teacher,ครูสอน,1,5,อาจารย์ที่ปรึกษา,
3028,封闭,fēng bì,to close; to seal off,ปิด,1,6,ปิดตาย,
3030,将要,jiāng yào,will; shall,จะ,1,4,จะ,
3037,小看,xiǎo kàn,to look down on; to underestimate,ดูหมิ่น,1,4,ดูถูก,
3038,小贩,xiǎo fàn,peddler; hawker,พ่อค้าเร่ร้าน,1,6,พ่อค้าเร่,
3042,少见,shǎo jiàn,rare; seldom seen,หายากเห็น,1,3,พบเห็นได้ยาก,
3048,就是说,jiù shì shuō,in other words; that is,กล่าวอีกนัยว่า,1,6,ก็คือ,
3056,展开,zhǎn kāi,to unfold; to spread out,คลี่คลาย,1,5,กางออก,
3062,岁月,suì yuè,years; time,เวลา,1,6,กาลเวลา,
3066,岸,àn,bank; shore,ชายฝั่ง,1,5,ชายฝั่ง,
3068,崛起,jué qǐ,to rise abruptly; to tower over,ลุกขึ้น,1,6,ผงาดขึ้น,
3070,川流不息,chuān liú bù xī,the stream flows without stopping,ไหลอย่างไม่หยุด,1,6,ไหลไม่ขาดสาย,
3074,工整,gōng zhěng,fine work; carefully and neatly done,งานเรียบร้อย,1,6,เรียบร้อยประณีต,
3083,常识,cháng shí,common sense; general knowledge,"สามัญสำนึก, ความรู้ทั่วไป",1,5,ความรู้ทั่วไป; สามัญสำนึก,
3084,幢,chuáng,banner; pennant,"ธง, ธงชัย",1,6,"ธง, ธงชัย","Second opinion: glossed as chuang=banner, but 幢 (zhuang) is far more common as a measure word for buildings; verify intended sense."
