hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
按,àn,to press; to push,กด; ตาม,7,4,กด; ตาม,
挫折,cuò zhé,setback; reverse,"อุปสรรค, ความผิดหวัง",7,5,"อุปสรรค, ความผิดหวัง",
据,jù,according to; based on,"ตาม, อ้างอิงจาก",7,4,"ตาม, อ้างอิงจาก",
接,jiē,to receive; to answer,รับ; รับ(สาย); ต่อ,7,3,รับ; รับสาย,trimmed to EN senses (receive; answer); dropped 3rd ต่อ
接着,jiē zhe,to catch and hold on; to continue,"ต่อจากนั้น, ตามด้วย; รับไว้",7,3,"ต่อจากนั้น, ตามด้วย; รับไว้",
撒谎,sā huǎng,to tell lies,โกหก,7,5,โกหก,
收到,shōu dào,to receive,ได้รับ,7,4,ได้รับ,
收缩,shōu suō,to pull back; to shrink,"หดตัว, หดเล็กลง",7,6,"หดตัว, หดเล็กลง",
数据,shù jù,data,"ข้อมูล, ดาต้า",7,5,"ข้อมูล, ดาต้า",
旅行,lǚ xíng,to travel; journey,เดินทางท่องเที่ยว; การเดินทาง,7,4,เดินทางท่องเที่ยว; การเดินทาง,
日子,rì zi,day; a date,"วัน, ช่วงเวลา; วันที่",7,5,"วัน, ช่วงเวลา; วันที่",
有效,yǒu xiào,effective; in effect,"มีผล, ได้ผล, ใช้การได้",7,4,"มีผล, ได้ผล, ใช้การได้",
服务,fú wù,to serve; service,บริการ,7,4,บริการ,
服装,fú zhuāng,dress; clothing,"เครื่องแต่งกาย, เสื้อผ้า",7,5,"เครื่องแต่งกาย, เสื้อผ้า",
朝,cháo,dynasty; toward,ราชวงศ์; ราชสำนัก; มุ่งสู่; (zhāo) เช้า,7,5,ราชวงศ์; มุ่งสู่,trimmed to EN senses (dynasty; toward); zhāo=morning reading dropped
未,wèi,not yet; did not,ยังไม่,7,5,ยังไม่,
未来,wèi lái,future; tomorrow,อนาคต,7,5,อนาคต,
来源,lái yuán,source; origin,"แหล่งที่มา, ต้นตอ",7,5,"แหล่งที่มา, ต้นตอ",
果汁,guǒ zhī,fruit juice,น้ำผลไม้,7,3,น้ำผลไม้,
梦见,mèng jiàn,to dream about; to see in a dream,"ฝันเห็น, ฝันว่า",7,4,"ฝันเห็น, ฝันว่า",
楼上,lóu shàng,upstairs,ชั้นบน,7,5,ชั้นบน,
橡皮,xiàng pí,rubber; an eraser,ยางลบดินสอ,7,4,ยางลบดินสอ,
毛巾,máo jīn,towel,ผ้าเช็ดตัว,7,4,ผ้าเช็ดตัว,
气氛,qì fēn,atmosphere; mood,บรรยากาศ,7,5,บรรยากาศ,
水分,shuǐ fèn,moisture content,ความชื้น,7,5,ความชื้น,
洗手间,xǐ shǒu jiān,toilet; lavatory,ห้องน้ำ,7,3,ห้องน้ำ,
深,shēn,deep; profound,ลึก; เข้ม,7,4,ลึก; ลึกซึ้ง,"เข้ม = color-intensity, not 'profound'; ลึกซึ้ง is the profound sense"
清,qīng,clear; pure; Qing dynasty,"ใส, สะอาด; (ราชวงศ์)ชิง",7,4,"ใส, สะอาด; (ราชวงศ์)ชิง",
温暖,wēn nuǎn,warm,อบอุ่น,7,5,อบอุ่น,
满意,mǎn yì,satisfied; pleased,พอใจ,7,3,พอใจ,
演变,yǎn biàn,to develop; to evolve,"วิวัฒนาการ, เปลี่ยนแปลงไป",7,6,"วิวัฒนาการ, เปลี่ยนแปลงไป",
潜水,qián shuǐ,to dive; to go under water,ดำน้ำ,7,5,ดำน้ำ,
火车,huǒ chē,train,รถไฟ,7,1,รถไฟ,
灵活,líng huó,flexible; nimble,"ยืดหยุ่น, คล่องแคล่ว",7,5,"ยืดหยุ่น, คล่องแคล่ว",
片,piàn,disk; sheet,"แผ่น, ชิ้น",7,4,"แผ่น, ชิ้น",
狮子,shī zi,lion,สิงโต,7,4,สิงโต,
珍惜,zhēn xī,to treasure; to value,"ทะนุถนอม, เห็นคุณค่า",7,5,"ทะนุถนอม, เห็นคุณค่า",
病情,bìng qíng,state of an illness; patient's condition,อาการป่วย,7,5,อาการป่วย,
皇帝,huáng dì,emperor,"จักรพรรดิ, ฮ่องเต้",7,5,"จักรพรรดิ, ฮ่องเต้",
盘子,pán zi,tray; plate,"จาน, ถาด",7,3,จาน; ถาด,plate vs tray distinct -> ; 
相同,xiāng tóng,identical; same,"เหมือนกัน, อย่างเดียวกัน",7,3,"เหมือนกัน, อย่างเดียวกัน",
相处,xiāng chǔ,to be in contact; to associate,"อยู่ร่วมกัน, คบหากัน",7,5,"อยู่ร่วมกัน, คบหากัน",
看来,kàn lái,apparently; it seems that,"ดูเหมือนว่า, ดูท่าทาง",7,3,"ดูเหมือนว่า, ดูท่าทาง",
真的,zhēn de,really; truly,จริงๆ,7,2,จริงๆ,
眼镜,yǎn jìng,spectacles; eyeglasses,แว่นตา,7,3,แว่นตา,
种子,zhǒng zi,seed,เมล็ด,7,5,เมล็ด,
程度,chéng dù,degree; level,"ระดับ, ขั้น",7,5,"ระดับ, ขั้น",
立刻,lì kè,immediately; at once,"ทันที, เดี๋ยวนั้น",7,5,"ทันที, เดี๋ยวนั้น",
类似,lèi sì,similar; analogous,"คล้ายกับ, คล้ายคลึง",7,6,"คล้ายกับ, คล้ายคลึง",
精力,jīng lì,energy,"พละกำลัง, เรี่ยวแรง",7,5,"พละกำลัง, เรี่ยวแรง",
系统,xì tǒng,system,ระบบ,7,5,ระบบ,
约,yuē,appointment; approximately,นัด; ประมาณ; ตกลง,7,4,นัด; ประมาณ,trimmed to EN two senses; dropped 3rd ตกลง
线,xiàn,thread; string,"เส้น, ด้าย",7,4,"เส้น, ด้าย",
练习,liàn xí,to practice; exercise,ฝึกฝน; แบบฝึกหัด,7,3,ฝึกฝน; แบบฝึกหัด,
经,jīng,to pass through; classic (text),"ผ่าน; คัมภีร์, ตำราคลาสสิก",7,3,"ผ่าน; คัมภีร์, ตำราคลาสสิก",
缸,gāng,jar; vat,"หม้อ, โอ่ง",7,6,"หม้อ, โอ่ง",
网络,wǎng luò,network; internet,"อินเทอร์เน็ต, เครือข่าย",7,5,"อินเทอร์เน็ต, เครือข่าย",
羽毛球,yǔ máo qiú,badminton; shuttlecock,แบดมินตัน,7,4,แบดมินตัน,
考察,kǎo chá,to inspect; to observe and study,"สำรวจ, ศึกษา",7,5,"สำรวจ, ศึกษา",
聚,jù,to assemble; to gather,"รวมตัว, ชุมนุม",7,6,"รวมตัว, ชุมนุม",
舞蹈,wǔ dǎo,dance; dancing,"การเต้นรำ, นาฏศิลป์",7,6,"การเต้นรำ, นาฏศิลป์",
蓝色,lán sè,blue,สีน้ำเงิน,7,3,สีน้ำเงิน,
表情,biǎo qíng,facial expression; to express one's feelings,"สีหน้า, การแสดงสีหน้า",7,5,"สีหน้า, การแสดงสีหน้า",
裤子,kù zi,pants,กางเกง,7,3,กางเกง,
西,xī,west,ทิศตะวันตก,7,3,ทิศตะวันตก,
西瓜,xī guā,watermelon,แตงโม,7,2,แตงโม,
见面,jiàn miàn,to meet; to see each other,"พบกัน, เจอกัน",7,3,"พบกัน, เจอกัน",
角,jiǎo,angle; corner,มุม; เขา(สัตว์); (jué) บทบาท,7,3,มุม,angle & corner both = มุม (one word); other readings not in EN gloss
认,rèn,to recognize; to know,"จำได้, รู้จัก",7,3,"จำได้, รู้จัก",
认知,rèn zhī,cognition; cognitive,"การรับรู้, ปัญญา",7,6,"การรับรู้, ปัญญา",
话,huà,words; speech,"คำพูด, ถ้อยคำ",7,2,"คำพูด, ถ้อยคำ",
误区,wù qū,mistaken ideas,ความเข้าใจผิด,7,6,ความเข้าใจผิด,
调整,tiáo zhěng,to adjust; to revise,"ปรับ, ปรับเปลี่ยน",7,5,"ปรับ, ปรับเปลี่ยน",
责备,zé bèi,to blame; to criticize,"ตำหนิ, ต่อว่า",7,5,"ตำหนิ, ต่อว่า",
资料,zī liào,material; resources,เอกสาร,7,5,"เอกสาร, ข้อมูล","added ข้อมูล; 资料 = material/data, not only documents"
赞美,zàn měi,to admire; to praise,"ชื่นชม, สรรเสริญ",7,5,"ชื่นชม, สรรเสริญ",
起床,qǐ chuáng,to get out of bed; to get up,"ตื่นนอน, ลุกจากเตียง",7,2,"ตื่นนอน, ลุกจากเตียง",
跑步,pǎo bù,to run; to jog,"วิ่ง, จ๊อกกิ้ง",7,2,"วิ่ง, จ๊อกกิ้ง",
软件,ruǎn jiàn,software,ซอฟต์แวร์,7,5,ซอฟต์แวร์,
边,biān,side; edge,"ด้าน, ข้าง, ขอบ",7,3,"ด้าน, ข้าง, ขอบ",
迅速,xùn sù,rapid; speedy,"รวดเร็ว, ฉับไว",7,5,"รวดเร็ว, ฉับไว",
这时,zhè shí,at this time; at this moment,"ตอนนี้, ขณะนั้น",7,4,"ตอนนี้, ขณะนั้น",
避免,bì miǎn,to avert; to prevent,"หลีกเลี่ยง, ป้องกัน",7,5,"หลีกเลี่ยง, ป้องกัน",
那样,nà yàng,that kind; that sort,"แบบนั้น, อย่างนั้น",7,2,"แบบนั้น, อย่างนั้น",
那里,nà lǐ,there; that place,ที่นั่น,7,3,ที่นั่น,
采取,cǎi qǔ,to adopt or carry out; to take,"ใช้(มาตรการ/วิธี), ดำเนินการ",7,5,"ใช้(มาตรการ/วิธี), ดำเนินการ",
采访,cǎi fǎng,to interview; to gather news,"สัมภาษณ์(ข่าว), ทำข่าว",7,5,"สัมภาษณ์(ข่าว), ทำข่าว",
里面,lǐ miàn,inside; interior,ข้างใน,7,1,ข้างใน,
金钱,jīn qián,money; currency,เงินทอง,7,4,เงินทอง,
锅,guō,pot; pan,"หม้อ, กระทะ",7,5,"หม้อ, กระทะ",
门口,mén kǒu,doorway; gate,"หน้าประตู, ทางเข้า",7,3,"หน้าประตู, ทางเข้า",
雪,xuě,snow,หิมะ,7,2,หิมะ,
面包,miàn bāo,bread,ขนมปัง,7,3,ขนมปัง,
面积,miàn jī,area; surface area,พื้นที่(ขนาด),7,5,พื้นที่(ขนาด),
面试,miàn shì,to be interviewed; interview,สัมภาษณ์; การสัมภาษณ์,7,3,สัมภาษณ์; การสัมภาษณ์,
预订,yù dìng,to place an order; to book ahead,จองล่วงหน้า,7,5,จองล่วงหน้า,
预防,yù fáng,to prevent; to take precautions against,ป้องกัน,7,5,ป้องกัน,
题,tí,question; problem,"โจทย์, ข้อ(คำถาม)",7,2,"โจทย์, ข้อ(คำถาม)",
风俗,fēng sú,social custom,ขนบธรรมเนียมประเพณี,7,5,ขนบธรรมเนียมประเพณี,
风筝,fēng zhēng,kite,ว่าว,7,5,ว่าว,
餐,cān,meal; to eat,"อาหาร, รับประทาน",7,6,มื้ออาหาร; รับประทาน,meal(noun) vs to-eat(verb); 餐 is bound/formal so รับประทาน register-matches
高速公路,gāo sù gōng lù,expressway; highway,"ทางด่วน, ทางหลวงพิเศษ",7,4,"ทางด่วน, ทางหลวงพิเศษ",
魅力,mèi lì,charm; fascination,เสน่ห์,7,5,เสน่ห์,
黄,huáng,yellow,สีเหลือง; แซ่หวง,7,3,สีเหลือง; แซ่หวง,
丁,dīng,fourth in a series,ตำแหน่งที่สี่,6,6,ตำแหน่งที่สี่,
下载,xià zài,to download,ดาวน์โหลด,6,5,ดาวน์โหลด,
下降,xià jiàng,to decline; to drop,"ลดลง, ตกลง",6,5,"ลดลง, ตกลง",
不停,bù tíng,incessant,"ไม่หยุด, ไม่ขาดสาย",6,4,"ไม่หยุด, ไม่ขาดสาย",
不可避免,bù kě bì miǎn,idiom inevitable; unavoidable,หลีกเลี่ยงไม่ได้,6,6,หลีกเลี่ยงไม่ได้,
不知,bù zhī,not to know; unaware,"ไม่รู้, ไม่ทราบ",6,4,"ไม่รู้, ไม่ทราบ",
不足,bù zú,insufficient; lacking,"ไม่เพียงพอ, ขาด",6,5,"ไม่เพียงพอ, ขาด",
专门,zhuān mén,specialized; dedicated,"เฉพาะทาง, โดยเฉพาะ",6,4,"เฉพาะทาง, โดยเฉพาะ",
且,qiě,and; moreover,"อีกทั้ง, และ",6,4,"อีกทั้ง, และ",
东,dōng,east,ทิศตะวันออก,6,3,ทิศตะวันออก,
严格,yán gé,strict; stringent,เข้มงวด,6,4,เข้มงวด,
中午,zhōng wǔ,noon; midday,"เที่ยง, เที่ยงวัน",6,1,"เที่ยง, เที่ยงวัน",
中旬,zhōng xún,middle third of a month,กลางเดือน,6,5,กลางเดือน,
为主,wéi zhǔ,mainly; primarily,เป็นหลัก,6,5,เป็นหลัก,
主,zhǔ,owner; master,"เจ้าของ, นาย",6,5,"เจ้าของ, นาย",
举办,jǔ bàn,to conduct; to hold,"จัดงาน, จัด(กิจกรรม)",6,4,"จัดงาน, จัด(กิจกรรม)",
之所以,zhī suǒ yǐ,the reason why,สาเหตุที่...,6,5,สาเหตุที่...,
亲人,qīn rén,one's close relatives,"คนในครอบครัว, ญาติ",6,5,"คนในครอบครัว, ญาติ",
人物,rén wù,person; personage,บุคคล; ตัวละคร,6,5,บุคคล; ตัวละคร,
人间,rén jiān,the human world; the earth,โลกมนุษย์,6,5,โลกมนุษย์,
从不,cóng bù,never,ไม่เคย,6,5,ไม่เคย,
从前,cóng qián,previously; formerly,"เมื่อก่อน, แต่ก่อน",6,5,"เมื่อก่อน, แต่ก่อน",
以下,yǐ xià,that level or lower; that amount or less,"ลงไป, น้อยกว่านี้; ดังต่อไปนี้",6,4,"ลงไป, น้อยกว่านี้; ดังต่อไปนี้",
优美,yōu měi,graceful; fine,"งดงาม, ไพเราะ",6,4,"งดงาม, ไพเราะ",
传,chuán,to pass on; to spread,"สืบทอด, ส่งต่อ, เล่าลือ",6,5,"สืบทอด, ส่งต่อ; เล่าลือ",transmit-variants comma; distinct spread/rumor sense -> ; 
体力,tǐ lì,physical strength; physical power,"กำลังกาย, เรี่ยวแรง",6,5,"กำลังกาย, เรี่ยวแรง",
充分,chōng fèn,ample; sufficient,"เต็มที่, อย่างเพียงพอ",6,5,"เต็มที่, อย่างเพียงพอ",
公元,gōng yuán,CE; Christian Era,คริสต์ศักราช,6,6,คริสต์ศักราช,
内涵,nèi hán,meaningful content; implication,"นัย, ความหมายลึกซึ้ง",6,5,"นัย, ความหมายลึกซึ้ง",
再见,zài jiàn,goodbye,"ลาก่อน, แล้วเจอกัน",6,1,"ลาก่อน, แล้วเจอกัน",
农历,nóng lì,Chinese lunar calendar,ปฏิทินจันทรคติ,6,6,ปฏิทินจันทรคติ,
冰箱,bīng xiāng,refrigerator; old icebox,ตู้เย็น,6,3,ตู้เย็น,
出国,chū guó,to go abroad; to leave the country,ไปต่างประเทศ,6,3,ไปต่างประเทศ,
出汗,chū hàn,to perspire; to sweat,เหงื่อออก,6,4,เหงื่อออก,
出色,chū sè,remarkable; outstanding,"ยอดเยี่ยม, โดดเด่น",6,5,"ยอดเยี่ยม, โดดเด่น",
分析,fēn xī,to analyze; analysis,วิเคราะห์,6,5,วิเคราะห์,
到处,dào chù,everywhere,"ทุกที่, ทั่วทุกแห่ง",6,4,"ทุกที่, ทั่วทุกแห่ง",
刷牙,shuā yá,to brush one's teeth,แปรงฟัน,6,3,แปรงฟัน,
功夫,gōng fu,skill; art,"ฝีมือ, กังฟู; ความพยายาม",6,4,"ฝีมือ, กังฟู; ความพยายาม",
勇气,yǒng qì,courage,ความกล้าหาญ,6,5,ความกล้าหาญ,
十,shí,ten; 10,สิบ,6,1,สิบ,
单一,dān yī,single; only,"เดี่ยว, อย่างเดียว",6,5,"เดี่ยว, อย่างเดียว",
危害,wēi hài,to harm; to jeopardize,"เป็นภัย, ทำอันตราย; อันตราย",6,5,"เป็นภัย, ทำอันตราย; อันตราย",
却是,què shì,nevertheless; actually,"กลับเป็น, ที่จริงกลับ",6,5,"กลับเป็น, ที่จริงกลับ",
发挥,fā huī,to display; to exhibit,"แสดง(ความสามารถ)ออกมา, นำมาใช้ให้เกิดผล",6,5,"แสดง(ความสามารถ)ออกมา, นำมาใช้ให้เกิดผล",
变换,biàn huàn,to transform; to convert,"แปรเปลี่ยน, สับเปลี่ยน",6,6,"แปรเปลี่ยน, สับเปลี่ยน",
口,kǒu,mouth; classifier for things with mouths,ปาก; (ลักษณนาม),6,4,ปาก; (ลักษณนาม),
可怕,kě pà,awful; dreadful,น่ากลัว,6,5,น่ากลัว,
可怜,kě lián,pitiful; pathetic,น่าสงสาร,6,4,น่าสงสาร,
台,tái,stage; classifier for machines,"เวที, ลักษณนามของเครื่องจักร",6,4,เวที; (ลักษณนามของเครื่องจักร),stage vs classifier distinct -> ; 
合理,hé lǐ,rational; reasonable,สมเหตุสมผล,6,5,สมเหตุสมผล,
名,míng,name; noun,ชื่อ; ลักษณนาม(คน),6,2,ชื่อ; ลักษณนาม(คน),EN-GLOSS-BUG: 'noun' is corrupt; 名 = name + classifier for people (or fame); Thai keeps name; classifier
呀,ya,ah (exclamation),(คำลงท้ายแสดงความประหลาดใจ),6,4,(คำลงท้ายแสดงความประหลาดใจ),
命令,mìng lìng,order; command,"คำสั่ง, ระบายสั่ง",6,5,คำสั่ง; ออกคำสั่ง,ระบายสั่ง is a non-word; noun คำสั่ง vs verb ออกคำสั่ง
和谐,hé xié,harmonious; harmony,"กลมเกลียว, สามัคคี, ปรองดอง",6,5,"กลมเกลียว, สามัคคี, ปรองดอง",
品,pǐn,article; grade,สินค้า; ชิม,6,5,สินค้า; ระดับ(ชั้น),old ชิม(taste) matched neither EN sense; EN = article; grade
啤酒,pí jiǔ,beer,เบียร์,6,3,เบียร์,
善良,shàn liáng,good and honest; kindhearted,"ใจดี, จิตใจดีงาม",6,5,"ใจดี, จิตใจดีงาม",
喊,hǎn,to yell; to shout,ตะโกน,6,5,ตะโกน,
地上,dì shàng,on the ground; on the floor,บนพื้นดิน,6,4,บนพื้นดิน,
地位,dì wèi,position; status,"ฐานะ, สถานะ",6,5,"ฐานะ, สถานะ",
型,xíng,mold; type,"ประเภท, แบบ",6,6,"ประเภท, แบบ",
增强,zēng qiáng,to increase; to strengthen,"เสริมสร้าง, เพิ่มความแข็งแกร่ง",6,5,"เสริมสร้าง, เพิ่มความแข็งแกร่ง",
墨,mò,ink,หมึก,6,5,หมึก,
外界,wài jiè,the outside world; external,โลกภายนอก,6,5,โลกภายนอก,
夜间,yè jiān,nighttime; evening or night,"กลางคืน, ตอนกลางคืน",6,6,"กลางคืน, ตอนกลางคืน",
大师,dà shī,great master; master,"ท่านผู้เชี่ยวชาญ, อาจารย์ใหญ่",6,5,"ปรมาจารย์, ผู้เชี่ยวชาญ",อาจารย์ใหญ่ misreads as school principal/cadaver; 大师 = grand master
大约,dà yuē,approximately; probably,"ประมาณ, ราวๆ",6,4,"ประมาณ, ราวๆ",
天空,tiān kōng,sky,ท้องฟ้า,6,5,ท้องฟ้า,
奇迹,qí jì,miracle; wonder,"ปาฏิหาริย์, สิ่งมหัศจรรย์",6,5,"ปาฏิหาริย์, สิ่งมหัศจรรย์",
女子,nǚ zǐ,woman; female,"ผู้หญิง, หญิง",6,6,"ผู้หญิง, หญิง",
妹妹,mèi mèi,younger sister; young woman,น้องสาว,6,2,น้องสาว,"EN-GLOSS-BUG: 妹妹 = younger sister; 'young woman' is a colloquial extension, not a core sense. Thai keeps the real sense."
委屈,wěi qū,to feel wronged; hard done by,รู้สึกน้อยใจ,6,5,รู้สึกน้อยใจ,
客气,kè qì,polite; courteous,เกรงใจ; สุภาพ; ไม่เป็นไร,6,1,สุภาพ; เกรงใจ,"Trimmed to lead+one per style guide; dropped ไม่เป็นไร (the 别客气 'you're welcome' usage, out of the polite/courteous gloss)."
客观,kè guān,objective; impartial,"ภววิสัย, เป็นกลาง",6,5,"ภววิสัย, เป็นกลาง",
寒假,hán jià,winter vacation,ปิดเทอมฤดูหนาว,6,4,ปิดเทอมฤดูหนาว,
对待,duì dài,to treat; treatment,"ปฏิบัติต่อ, การรักษา",6,5,ปฏิบัติต่อ; การปฏิบัติ,Current การรักษา wrongly implies medical treatment; 对待 = treat/behave toward (verb) + manner of treatment (noun).
寿命,shòu mìng,life span; life expectancy,"อายุขัย, อายุการใช้งาน",6,5,"อายุขัย, อายุการใช้งาน",
尝试,cháng shì,to try,"ลอง, พยายาม",6,5,"ลอง, พยายาม",
居然,jū rán,unexpectedly; to one's surprise,กลับ (อย่างคาดไม่ถึง),6,5,กลับ (อย่างคาดไม่ถึง),
工具,gōng jù,tool; instrument,"เครื่องมือ, อุปกรณ์",6,4,"เครื่องมือ, อุปกรณ์",
常用,cháng yòng,in common usage,"ใช้บ่อย, ใช้กันทั่วไป",6,5,"ใช้บ่อย, ใช้กันทั่วไป",
平静,píng jìng,calm; tranquil,"สงบ, เงียบสงบ",6,5,"สงบ, เงียบสงบ",
年代,nián dài,a decade of a century; age,"ยุค, ช่วงเวลา",6,5,"ยุค, ช่วงเวลา",
度过,dù guò,to pass; to spend,"ผ่านไป, ใช้เวลา",6,5,"ผ่านไป, ใช้เวลา",
建议,jiàn yì,to propose; to suggest,เสนอแนะ; ข้อเสนอแนะ,6,4,เสนอแนะ; ข้อเสนอแนะ,
开阔,kāi kuò,wide; open,"กว้างขวาง, เปิดกว้าง",6,6,"กว้างขวาง, เปิดกว้าง",
强壮,qiáng zhuàng,strong; sturdy,แข็งแรง,6,5,แข็งแรง,
待遇,dài yù,treatment; pay,"ค่าตอบแทน, การปฏิบัติ",6,5,การปฏิบัติ; ค่าตอบแทน,Two distinct senses (treatment; pay) -> '; '; reordered to match EN.
必,bì,certainly; must,"ต้อง, แน่นอน",6,4,"ต้อง, แน่นอน",
忽视,hū shì,to neglect,"มองข้าม, ละเลย",6,5,"มองข้าม, ละเลย",
急,jí,urgent; pressing,"รีบ, ด่วน; ร้อนใจ",6,4,"รีบ, ด่วน; ร้อนใจ",
患,huàn,to suffer; to contract,"ป่วยเป็น, เป็น (โรค)",6,6,"ป่วยเป็น, เป็น (โรค)",
想到,xiǎng dào,to think of; to call to mind,"นึกถึง, คิดถึง(ได้)",6,2,"นึกถึง, นึกออก",Replaced คิดถึง (=miss someone) with นึกออก (recall/come to mind).
想象,xiǎng xiàng,to imagine; to envision,"จินตนาการ, นึกภาพ",6,5,"จินตนาการ, นึกภาพ",
感激,gǎn jī,to be grateful; to appreciate,"ซาบซึ้ง, สำนึกในบุญคุณ",6,5,"ซาบซึ้ง, สำนึกในบุญคุณ",
成分,chéng fèn,composition; one's social status,"ส่วนประกอบ, องค์ประกอบ",6,5,ส่วนประกอบ; ภูมิหลังทางชนชั้น,"Added the distinct 'social status' sense the EN lists (社会成分, dated/political = class background)."
成语,chéng yǔ,Chinese set expression,"สำนวนจีน (เฉิงอวี่, มักสี่พยางค์)",6,5,"สำนวนจีน (เฉิงอวี่, มักสี่พยางค์)",
房屋,fáng wū,house; building,"บ้าน, อาคาร",6,5,"บ้าน, อาคาร",
房租,fáng zū,rent for a room or house,ค่าเช่าบ้าน,6,4,ค่าเช่าบ้าน,
手里,shǒu lǐ,in hand; a situation is in someone's hands,"ในมือ, อยู่ในมือ",6,4,"ในมือ, อยู่ในมือ",
扩散,kuò sàn,to spread; to proliferate,"แพร่กระจาย, แพร่ขยาย",6,5,"แพร่กระจาย, แพร่ขยาย",
扫,sǎo,to sweep; to sweep away,ทำความสะอาด,6,5,"กวาด, กวาดล้าง",Current ทำความสะอาด too general; 扫 = sweep (กวาด) / sweep away (กวาดล้าง).
承认,chéng rèn,to admit; to concede,ยอมรับ,6,5,ยอมรับ,
招聘,zhāo pìn,to invite applications for a job; to recruit,"รับสมัคร(งาน), จ้างงาน",6,4,"รับสมัคร(งาน), จ้างงาน",
拿出,ná chū,to take out; to put out,"หยิบออกมา, นำออกมา",6,3,"หยิบออกมา, นำออกมา",
挤,jǐ,to crowd in; to cram in,"แหน่บ, ยัด",6,5,"เบียด, ยัด","Replaced non-standard 'แหน่บ'; 挤 = crowd/squeeze in (เบียด), cram (ยัด)."
推出,tuī chū,to push out; to release,"เปิดตัว, นำออกสู่ตลาด",6,4,"เปิดตัว, นำออกสู่ตลาด",
推荐,tuī jiàn,to recommend,"แนะนำ, เสนอชื่อ",6,5,"แนะนำ, เสนอชื่อ",
提,tí,to carry; to lift,"หิ้ว, ถือ; ยก(ขึ้นมา); เอ่ยถึง",6,4,"หิ้ว, ถือ; ยก(ขึ้นมา)","Trimmed third sense เอ่ยถึง (to mention), out of the carry/lift gloss."
摇,yáo,to shake; to wave,"เขย่า, โบก, ส่าย",6,5,"เขย่า, โบก, ส่าย",
收获,shōu huò,to harvest; to reap,"เก็บเกี่ยว; ผลที่ได้รับ, ผลเก็บเกี่ยว",6,5,"เก็บเกี่ยว; ผลที่ได้รับ, ผลเก็บเกี่ยว",
放到,fàng dào,to place at,"วาง, ใส่",6,3,"วาง, ใส่",
故乡,gù xiāng,home; homeland,บ้านเกิด,6,5,บ้านเกิด,
救,jiù,to save; to assist,"ช่วย, ช่วยเหลือ, ช่วยชีวิต",6,5,"ช่วย, ช่วยเหลือ, ช่วยชีวิต",
教练,jiào liàn,coach; trainer; to coach,"โค้ช, ผู้ฝึกสอน",6,5,"โค้ช, ผู้ฝึกสอน",
断,duàn,to break; to snap,"ขาด, แตก",6,5,"ขาด, หัก",断 = snap/sever (ขาด/หัก); current แตก is shatter (破/碎).
方案,fāng àn,plan; program,"แผนงาน, แผนการ",6,5,"แผนงาน, แผนการ",
无关,wú guān,unrelated; having nothing to do,ไม่เกี่ยวข้อง,6,4,ไม่เกี่ยวข้อง,
无论,wú lùn,no matter what; regardless,ไม่ว่า...ก็ตาม,6,4,ไม่ว่า...ก็ตาม,
时代,shí dài,era; age; times,ยุคสมัย; ยุค,6,5,"ยุคสมัย, ยุค","Variants of one sense -> comma, not '; '."
春天,chūn tiān,spring,ฤดูใบไม้ผลิ,6,3,ฤดูใบไม้ผลิ,
显然,xiǎn rán,clearly; evidently,"เห็นได้ชัด, ชัดเจน",6,5,"เห็นได้ชัด, ชัดเจน",
景,jǐng,scenery; view,"ทิวทัศน์, วิว",6,5,"ทิวทัศน์, วิว",
最佳,zuì jiā,optimum; optimal,"ดีที่สุด, เหมาะสมที่สุด",6,6,"ดีที่สุด, เหมาะสมที่สุด",
最终,zuì zhōng,final; ultimate,"สุดท้าย, ในที่สุด",6,4,"สุดท้าย, ในที่สุด",
有利于,yǒu lì yú,to be advantageous to,"เป็นประโยชน์ต่อ, เอื้อต่อ",6,5,"เป็นประโยชน์ต่อ, เอื้อต่อ",
有益,yǒu yì,useful; beneficial,มีประโยชน์,6,5,มีประโยชน์,
有限,yǒu xiàn,limited; finite,จำกัด,6,4,จำกัด,
本来,běn lái,original; originally,"เดิมที, แต่แรก",6,4,"เดิมที, แต่แรก",
机构,jī gòu,mechanism; structure,"องค์กร, กลไก",6,6,"องค์กร, กลไก","EN-GLOSS-BUG: 机构 most often = 'organization/institution/agency' (องค์กร), which the EN gloss ('mechanism; structure') omits. Thai already carries it."
来自,lái zì,to come from; From,มาจาก,6,4,มาจาก,
极其,jí qí,extremely,"อย่างยิ่ง, สุดๆ",6,4,"อย่างยิ่ง, สุดๆ",
构成,gòu chéng,to constitute; to form,"ประกอบเป็น, ก่อให้เกิด",6,5,"ประกอบเป็น, ก่อให้เกิด",
梅花,méi huā,plum blossom; clubs ♣,ดอกเหมย (บ๊วย),6,6,ดอกเหมย (บ๊วย); ดอกจิก (ไพ่),Added the distinct card-suit sense the EN lists (clubs).
模糊,mó hú,vague; indistinct,"พร่ามัว, คลุมเครือ",6,5,"พร่ามัว, คลุมเครือ",
正好,zhèng hǎo,just; just right,"พอดี, เหมาะเจาะ",6,4,"พอดี, เหมาะเจาะ",
正是,zhèng shì,is precisely,"คือ...นี่แหละ, เป็นเช่นนั้นพอดี",6,4,"คือ...นี่แหละ, เป็นเช่นนั้นพอดี",
治疗,zhì liáo,to treat; medical treatment,รักษา (โรค),6,5,รักษา (โรค),
