orig_row,hanzi,sentence,en,th
5835,沟,路边有一条水沟。,There is a ditch by the roadside.,ริมถนนมีร่องน้ำอยู่ร่องหนึ่ง
5837,没收,老师没收了他的手机。,The teacher confiscated his phone.,คุณครูยึดโทรศัพท์ของเขาไป
5853,波澜,他的话激起了波澜。,His words stirred up quite a commotion.,คำพูดของเขาก่อให้เกิดกระแสฮือฮา
5862,泼,小心别把水泼出来。,Be careful not to spill the water.,ระวังอย่าทำน้ำสาดออกมา
5876,流血,他的伤口一直流血。,His wound keeps bleeding.,บาดแผลของเขาเลือดไหลไม่หยุด
5882,浑身,他跑完步后浑身都是汗。,After running,หลังวิ่งเสร็จ ตัวเขาเปียกเหงื่อไปทั้งตัว
5884,浓缩,这瓶果汁是浓缩的。,This bottle of juice is concentrated.,น้ำผลไม้ขวดนี้เป็นแบบเข้มข้น
5885,浓郁,咖啡的香味十分浓郁。,The coffee's aroma is very rich.,กลิ่นหอมของกาแฟหอมกรุ่นเข้มข้นมาก
5917,清晨,他习惯清晨跑步。,He is used to running in the early morning.,เขาชอบวิ่งตอนเช้าตรู่จนเป็นนิสัย
5918,清晰,照片拍得非常清晰。,The photo was taken very clearly.,รูปถ่ายออกมาชัดเจนมาก
5944,滴,水龙头一直在滴水。,The faucet keeps dripping water.,ก๊อกน้ำหยดน้ำตลอดเลย
5945,漂,树叶在水面漂着。,The leaves are floating on the water.,ใบไม้ลอยอยู่บนผิวน้ำ
5951,漫长,这是一段漫长的旅程。,This is a long journey.,นี่เป็นการเดินทางที่ยาวนาน
5955,潮,海边的潮已经退了。,The tide by the sea has already gone out.,น้ำทะเลที่ชายหาดลงแล้ว
5958,激情,他对音乐充满激情。,He is full of passion for music.,เขาเต็มไปด้วยความหลงใหลในดนตรี
5959,激活,请输入密码激活账户。,Please enter the password to activate the account.,กรุณาใส่รหัสผ่านเพื่อเปิดใช้งานบัญชี
5968,火辣辣,夏天的太阳火辣辣的。,The summer sun is scorching hot.,แดดหน้าร้อนร้อนแผดเผา
5985,点评,老师对作文做了点评。,The teacher gave comments on the essay.,คุณครูให้ความเห็นเกี่ยวกับเรียงความ
5992,烦躁,天气太热让人烦躁。,The hot weather makes people irritable.,อากาศร้อนเกินไปทำให้คนหงุดหงิด
5993,烫,小心别烫伤了手。,Be careful not to scald your hand.,ระวังอย่าให้มือลวกนะ
5998,焦虑,考试前他感到很焦虑。,He felt very anxious before the exam.,ก่อนสอบเขารู้สึกกังวลมาก
6007,熏陶,他从小受艺术熏陶。,He was influenced by art since childhood.,เขาซึมซับศิลปะมาตั้งแต่เด็ก
6023,牌子,门口挂着一块牌子。,A sign hangs at the doorway.,ที่หน้าประตูมีป้ายแขวนอยู่
6028,牢,门锁得很牢。,The door is locked very firmly.,ประตูล็อกแน่นหนามาก
6033,牵,妈妈牵着孩子的手。,Mom holds her child's hand.,แม่จูงมือลูก
6052,狭窄,这条街道十分狭窄。,This street is very narrow.,ถนนสายนี้แคบมาก
6054,猎人,猎人在森林里追踪野兽。,The hunter tracked the beast through the forest.,นายพรานตามล่าสัตว์ป่าในป่า
6076,理性,遇事要保持理性。,One should stay rational when facing problems.,เวลาเจอปัญหาต้องมีเหตุผล
6078,理智,遇事要保持理智。,One should stay rational when facing problems.,เวลาเจอปัญหาต้องรักษาสติ
6080,琴,她每天练习弹琴。,She practices playing the instrument every day.,เธอฝึกเล่นเครื่องดนตรีทุกวัน
6081,瓷器,这些瓷器很珍贵。,This porcelain is very precious.,เครื่องกระเบื้องเหล่านี้มีค่ามาก
6096,用意,我明白你的用意。,I understand your intention.,ฉันเข้าใจเจตนาของเธอ
6103,甲,他在考试中获得甲等。,He received a grade A on the exam.,เขาได้เกรดเอในการสอบ
6105,电视剧,她喜欢看电视剧。,She likes watching TV dramas.,เธอชอบดูละครโทรทัศน์
6110,畅销,这本书非常畅销。,This book sells extremely well.,หนังสือเล่มนี้ขายดีมาก
6111,界限,两国划定了界限。,The two countries set a boundary.,สองประเทศกำหนดเส้นแบ่งเขตแดน
6114,略,味道略有些咸。,The taste is slightly salty.,รสชาติเค็มไปนิดหน่อย
6116,番,他费了一番功夫。,He put in quite an effort.,เขาลงแรงไปไม่น้อย
6117,番茄,妈妈买了几个新鲜番茄。,Mom bought a few fresh tomatoes.,แม่ซื้อมะเขือเทศสดมาสองสามลูก
6123,疲倦,长途旅行让他很疲倦。,The long journey left him exhausted.,การเดินทางไกลทำให้เขาเหนื่อยล้ามาก
6149,盛行,这种风格曾经盛行。,This style was once popular.,สไตล์แบบนี้เคยได้รับความนิยมมาก่อน
6157,相传,相传这座桥有百年历史。,Legend has it that this bridge is a hundred years old.,เล่าสืบต่อกันมาว่าสะพานนี้มีอายุร้อยปี
6159,相声,他从小就喜欢听相声。,He has loved listening to comic dialogue since childhood.,เขาชอบฟังการแสดงตลกโต้ตอบมาตั้งแต่เด็ก
6162,相当,这道题相当难。,This question is quite difficult.,ข้อนี้ยากพอสมควร
6171,省事,网上购物比较省事。,Online shopping is more convenient.,ช้อปปิ้งออนไลน์สะดวกกว่า
6175,看似,这道题看似简单其实很难。,This question seems simple but is actually hard.,ข้อนี้ดูเหมือนง่ายแต่จริงๆ ยากมาก
6184,真诚,他态度真诚地道歉。,He apologized with sincere attitude.,เขาขอโทษด้วยท่าทีจริงใจ
6201,矮小,那棵树长得很矮小。,That tree is short and small.,ต้นไม้ต้นนั้นเตี้ยและเล็ก
6229,神仙,传说中神仙住在天上。,Legend says immortals live in the sky.,ตามตำนานเล่าว่าเทวดาอาศัยอยู่บนสวรรค์
6233,神经,他的神经太紧张了。,His nerves are too tense.,ประสาทของเขาตึงเครียดเกินไป
6234,福,祝你新年有福。,Wishing you good fortune in the new year.,ขอให้เธอมีโชควาสนาดีในปีใหม่
6239,私自,他私自离开了岗位。,He left his post without permission.,เขาละทิ้งหน้าที่โดยพลการ
6262,穿越,火车穿越了隧道。,The train passed through the tunnel.,รถไฟลอดผ่านอุโมงค์
6265,窗子,请把窗子打开。,Please open the window.,ช่วยเปิดหน้าต่างหน่อย
6267,窝,小鸟在树上筑了一个窝。,A bird built a nest in the tree.,นกน้อยสร้างรังอยู่บนต้นไม้
6276,童年,他的童年很快乐。,His childhood was very happy.,วัยเด็กของเขามีความสุขมาก
6278,端,他站在桥的另一端。,He stood at the other end of the bridge.,เขายืนอยู่ที่ปลายอีกด้านหนึ่งของสะพาน
6279,端午节,端午节我们一起吃粽子。,We eat zongzi together on Dragon Boat Festival.,ในเทศกาลไหว้บ๊ะจ่างเรากินบ๊ะจ่างด้วยกัน
6305,粗,这根绳子很粗。,This rope is very thick.,เชือกเส้นนี้หนามาก
6313,糖果,孩子们喜欢吃糖果。,Children like eating candy.,เด็กๆ ชอบกินลูกอม
6316,素材,他在收集写作素材。,He is gathering material for writing.,เขากำลังรวบรวมวัตถุดิบสำหรับการเขียน
6319,紧紧,她紧紧抱住了孩子。,She held the child tightly.,เธอกอดลูกไว้แน่น
6337,组合,这两种颜色组合得很好。,These two colors combine really well.,สีสองสีนี้เข้ากันได้ดีมาก
6340,细心,护士照顾得很细心。,The nurse took care of them meticulously.,พยาบาลดูแลอย่างละเอียดรอบคอบ
6341,细胞,人体由许多细胞组成。,The human body is made up of many cells.,ร่างกายมนุษย์ประกอบด้วยเซลล์มากมาย
6342,细腻,她的皮肤十分细腻。,Her skin is very smooth and delicate.,ผิวของเธอเนียนละเอียดมาก
6343,终止,双方终止了合作。,Both sides ended the cooperation.,ทั้งสองฝ่ายยุติความร่วมมือ
6347,经商,他很早就开始经商。,He started doing business very early.,เขาเริ่มทำธุรกิจตั้งแต่เนิ่นๆ
6356,络绎不绝,游客络绎不绝地到来。,Tourists arrived in an endless stream.,นักท่องเที่ยวเดินทางมากันไม่ขาดสาย
6361,统计,老师统计了学生人数。,The teacher counted the number of students.,คุณครูนับจำนวนนักเรียน
6373,缘故,因为天气的缘故延期了。,It was postponed due to the weather.,ต้องเลื่อนออกไปเพราะสาเหตุเรื่องอากาศ
6378,网友,他和网友约好见面。,He arranged to meet an online friend.,เขานัดเจอกับเพื่อนออนไลน์
6385,罪魁祸首,他就是这次事故的罪魁祸首。,He is the chief culprit of this accident.,เขานี่แหละคือต้นเหตุของอุบัติเหตุครั้งนี้
6391,美景,这里的美景令人陶醉。,The beautiful scenery here is intoxicating.,วิวสวยๆ ที่นี่ทำให้หลงใหล
6392,美满,他们家庭生活美满。,Their family life is happy and complete.,ชีวิตครอบครัวของพวกเขามีความสุขสมบูรณ์
6393,美观,这件家具十分美观。,This piece of furniture is very good-looking.,เฟอร์นิเจอร์ชิ้นนี้สวยงามมาก
6406,耐,这种材料很耐用。,This material is very durable.,วัสดุชนิดนี้ทนทานมาก
6417,聘用,公司决定聘用他。,The company decided to hire him.,บริษัทตัดสินใจจ้างเขา
6423,肥胖,肥胖影响身体健康。,Obesity affects physical health.,ความอ้วนส่งผลต่อสุขภาพร่างกาย
6426,胃口,今天我胃口不好。,I don't have much appetite today.,วันนี้ฉันไม่ค่อยเจริญอาหาร
6433,胜任,他完全胜任这份工作。,He is fully qualified for this job.,เขามีความสามารถทำงานนี้ได้อย่างเต็มที่
6442,脑海,这件事浮现在脑海。,This matter surfaced in my mind.,เรื่องนี้ผุดขึ้นมาในหัว
6446,脱,进屋前请脱鞋。,Please take off your shoes before entering.,กรุณาถอดรองเท้าก่อนเข้าบ้าน
6450,腐败,政府严厉打击腐败。,The government cracks down harshly on corruption.,รัฐบาลปราบปรามการทุจริตอย่างเข้มงวด
6456,自从,自从毕业后他很忙。,He's been busy since graduating.,ตั้งแต่เรียนจบมาเขาก็ยุ่งมาก
6470,自豪,父母为他感到自豪。,His parents are proud of him.,พ่อแม่รู้สึกภูมิใจในตัวเขา
6472,致,事故是疲劳驾驶所致。,The accident was caused by fatigued driving.,อุบัติเหตุเกิดจากการขับรถขณะเหนื่อยล้า
6488,节气,立春是一个节气。,Start of Spring is a solar term.,ลี่ชุนเป็นหนึ่งในสารทตามปฏิทินจีน
6495,花纹,这块布料上印着精美的花纹。,This fabric is printed with an exquisite pattern.,ผ้าผืนนี้พิมพ์ลวดลายสวยงามประณีต
6502,茂密,山上长满茂密的树林。,The mountain is covered with dense forest.,บนภูเขาปกคลุมไปด้วยป่าไม้หนาทึบ
6506,荒诞,这个说法太荒诞了。,This claim is too absurd.,คำกล่าวอ้างนี้เหลวไหลเกินไป
6518,蓝图,他描绘了未来蓝图。,He painted a blueprint for the future.,เขาวาดพิมพ์เขียวแห่งอนาคตเอาไว้
6521,薪水,他每月准时领薪水。,He receives his salary on time every month.,เขารับเงินเดือนตรงเวลาทุกเดือน
6542,衔接,两节课内容互相衔接。,The content of the two classes links up.,เนื้อหาสองคาบเรียนเชื่อมโยงต่อกัน
6545,衣食住行,衣食住行是生活的基本。,"Food, clothing, housing and transport are life's basics.",การกิน การแต่งตัว ที่อยู่อาศัย และการเดินทาง เป็นพื้นฐานของชีวิต
6553,衷心,我衷心祝福你们。,I sincerely wish you both well.,ฉันขออวยพรให้พวกเธอด้วยความจริงใจ
6556,被迫,他被迫离开家乡。,He was forced to leave his hometown.,เขาถูกบังคับให้ทิ้งบ้านเกิด
6566,要强,她从小就很要强。,She has been ambitious since childhood.,เธอเป็นคนไม่ยอมน้อยหน้าใครมาตั้งแต่เด็ก
6567,要点,请记下会议的要点。,Please note down the key points of the meeting.,ช่วยจดประเด็นสำคัญของการประชุมไว้ด้วย
6571,见识,旅行让他增长见识。,Traveling broadened his experience.,การท่องเที่ยวช่วยเปิดหูเปิดตาเขา
6580,视野,山顶的视野十分开阔。,The view from the summit is very expansive.,วิวจากยอดเขาเปิดโล่งกว้างไกลมาก
6588,触动,这句话触动了我。,This sentence touched me.,คำพูดประโยคนี้สะเทือนใจฉัน
6589,触目惊心,现场的景象触目惊心。,The scene was shocking to behold.,ภาพในที่เกิดเหตุน่าตกตะลึงมาก
6591,言语,他的言语让人感动。,His words moved people.,คำพูดของเขาทำให้คนซาบซึ้ง
6599,计较,别为小事斤斤计较。,Don't fuss over such small matters.,อย่ามัวคิดเล็กคิดน้อยกับเรื่องเล็กๆ
6618,识,我们应该增长见识。,We should broaden our knowledge.,เราควรเพิ่มพูนความรู้และประสบการณ์
6620,识字,这个孩子已经会识字。,This child can already read.,เด็กคนนี้อ่านหนังสือออกแล้ว
6628,语气,她说话语气很温柔。,She speaks in a gentle tone.,เธอพูดด้วยน้ำเสียงอ่อนโยน
6642,调皮,这个孩子非常调皮。,This child is very naughty.,เด็กคนนี้ซนมาก
6643,调研,团队去农村调研。,The team went to the countryside for research.,ทีมงานไปลงพื้นที่สำรวจในชนบท
6645,谅解,希望你能谅解我的难处。,I hope you can understand my difficulties.,หวังว่าคุณจะเข้าใจความลำบากของฉัน
6656,负面,这条新闻带来负面影响。,This news brought a negative impact.,ข่าวนี้ส่งผลกระทบด้านลบ
6661,账,他仔细算了一笔账。,He carefully calculated the bill.,เขานั่งคิดบัญชีอย่างละเอียด
6663,货物,仓库里堆满了货物。,The warehouse is piled with goods.,ในโกดังมีสินค้ากองเต็มไปหมด
6666,贩卖,小贩在街头贩卖水果。,The vendor sells fruit on the street.,พ่อค้าขายผลไม้อยู่ข้างถนน
6668,贫困,这个地区十分贫困。,This region is very poor.,พื้นที่นี้ยากจนมาก
6681,赔偿,公司同意赔偿损失。,The company agreed to compensate for the loss.,บริษัทยอมชดใช้ค่าเสียหาย
6686,赞叹不已,大家对此赞叹不已。,Everyone was full of praise for it.,ทุกคนพากันชื่นชมไม่หยุดปาก
6691,走近,他慢慢走近那扇门。,He slowly approached that door.,เขาค่อยๆ เดินเข้าไปใกล้ประตูบานนั้น
6696,赶快,你赶快去上学吧。,Hurry up and go to school.,เธอรีบไปโรงเรียนเถอะ
6702,起码,起码要准备三天。,"At the very least, you need to prepare for three days.",อย่างน้อยต้องเตรียมตัวสามวัน
6708,超标,这里噪音已经超标。,The noise here already exceeds the limit.,เสียงที่นี่ดังเกินมาตรฐานแล้ว
6714,趋势,这是未来的发展趋势。,This is the future development trend.,นี่คือแนวโน้มการพัฒนาในอนาคต
6718,跌,他不小心跌倒了。,He accidentally fell down.,เขาพลาดหกล้มลง
6731,跳远,他擅长跳远项目。,He excels at the long jump event.,เขาเก่งกีฬากระโดดไกล
6738,身份,请出示您的身份证明。,Please show your identification.,ช่วยแสดงหลักฐานยืนยันตัวตนด้วย
6751,车间,工人们在车间加班。,The workers are working overtime in the workshop.,คนงานทำงานล่วงเวลากันอยู่ในโรงงาน
6756,转移,医院把病人转移到别处。,The hospital transferred the patient elsewhere.,โรงพยาบาลย้ายผู้ป่วยไปที่อื่น
6763,轻微,他受了轻微擦伤。,He suffered a minor scrape.,เขามีแผลถลอกเล็กน้อย
6765,载体,语言是文化的载体。,Language is the carrier of culture.,ภาษาเป็นสื่อกลางถ่ายทอดวัฒนธรรม
6793,过错,这不是你的过错。,This is not your fault.,นี่ไม่ใช่ความผิดของเธอ
6800,运动会,学校举办了运动会。,The school held a sports meet.,โรงเรียนจัดงานกีฬาสี
6802,运输,货物正在运输途中。,The goods are in transit.,สินค้ากำลังอยู่ระหว่างขนส่ง
6803,近代,这是近代著名建筑。,This is a famous modern-era building.,นี่คืออาคารชื่อดังยุคใหม่
6809,这就是说,这就是说他不能来了。,"In other words, he can't come.",นั่นก็หมายความว่าเขามาไม่ได้แล้ว
6818,远近闻名,这家餐厅远近闻名。,This restaurant is famous far and wide.,ร้านอาหารนี้มีชื่อเสียงเลื่องลือไปทั่ว
6819,远远,他远远超过了对手。,He far surpassed his opponent.,เขาเหนือกว่าคู่แข่งอยู่มาก
6829,迷惑,这个谜题让人十分迷惑。,This puzzle leaves people utterly confused.,ปริศนานี้ทำให้คนงงงวยมาก
6830,迷惑不解,这个问题让他迷惑不解。,This question left him utterly puzzled.,คำถามนี้ทำให้เขางงจนคิดไม่ตก
6848,透过,阳光透过窗户照进来。,Sunlight shines in through the window.,แสงแดดส่องผ่านหน้าต่างเข้ามา
6858,造价,这栋楼造价很高。,The construction cost of this building is high.,อาคารหลังนี้มีต้นทุนก่อสร้างสูงมาก
6860,造就,努力造就了他的成功。,Hard work brought about his success.,ความพยายามหล่อหลอมให้เขาประสบความสำเร็จ
6882,部位,请注意受伤部位。,Please pay attention to the injured area.,ช่วยระวังบริเวณที่บาดเจ็บด้วย
6883,部队,他的哥哥在部队服役。,His older brother serves in the military.,พี่ชายของเขารับราชการอยู่ในกองทัพ
6885,配,这个颜色配那件衣服。,This color matches that piece of clothing.,สีนี้เข้ากับเสื้อตัวนั้น
6892,酒精,医生用酒精给伤口消毒。,The doctor disinfected the wound with alcohol.,หมอใช้แอลกอฮอล์ฆ่าเชื้อที่แผล
6893,酗酒,他因酗酒伤了身体。,He damaged his health through heavy drinking.,เขาทำร้ายสุขภาพตัวเองเพราะดื่มเหล้าหนัก
6912,金,她戴着一枚金戒指。,She wears a gold ring.,เธอสวมแหวนทองวงหนึ่ง
6926,铁路,这条铁路连接两座城市。,This railway connects two cities.,ทางรถไฟสายนี้เชื่อมสองเมืองเข้าด้วยกัน
6950,闯,他勇敢地闯进了火场救人。,He bravely rushed into the fire to save people.,เขากล้าหาญบุกเข้าไปในกองเพลิงเพื่อช่วยคน
6954,阅览室,学生们安静地坐在阅览室。,The students sit quietly in the reading room.,นักเรียนนั่งเงียบๆ อยู่ในห้องอ่านหนังสือ
6969,陈述,他陈述了事情经过。,He stated how the matter happened.,เขาเล่าลำดับเหตุการณ์ที่เกิดขึ้น
6974,除非,除非你去，我才愿意去。,I'll only go if you go too.,ฉันจะไปก็ต่อเมื่อเธอไปด้วยเท่านั้น
6980,隆重,婚礼办得非常隆重。,The wedding was held very grandly.,งานแต่งงานจัดได้อย่างยิ่งใหญ่อลังการ
6995,雄伟,这座建筑十分雄伟。,This building is very grand.,อาคารหลังนี้ยิ่งใหญ่ตระการตามาก
6998,雇,老板又雇了两个人。,The boss hired two more people.,เจ้านายจ้างคนเพิ่มอีกสองคน
7003,零食,她喜欢吃各种零食。,She likes eating all kinds of snacks.,เธอชอบกินขนมขบเคี้ยวหลากหลายชนิด
7008,霜,早晨草地上结了霜。,Frost formed on the grass this morning.,ตอนเช้ามีน้ำค้างแข็งจับตัวบนสนามหญ้า
7012,青春,青春是美好的时光。,Youth is a beautiful time.,วัยหนุ่มสาวคือช่วงเวลาที่งดงาม
7015,静,请大家保持安静。,Please everyone keep quiet.,ขอให้ทุกคนเงียบกันหน่อย
7025,音乐会,今晚有一场音乐会。,There is a concert tonight.,คืนนี้มีคอนเสิร์ต
7027,顶级,这是顶级的餐厅。,This is a top-notch restaurant.,นี่คือร้านอาหารระดับท็อป
7036,顽强,他有顽强的意志。,He has a tenacious will.,เขามีความมุ่งมั่นที่แข็งแกร่ง
7042,预约,请提前预约看病。,Please make an appointment before seeing the doctor.,กรุณานัดหมายล่วงหน้าก่อนมาพบแพทย์
7047,颇,这个主意颇有意思。,This idea is rather interesting.,ไอเดียนี้น่าสนใจอยู่ไม่น้อย
7048,频率,他锻炼的频率很高。,He exercises very frequently.,ความถี่ในการออกกำลังกายของเขาสูงมาก
7067,饲养,他在农场饲养奶牛。,He raises cows on the farm.,เขาเลี้ยงวัวนมอยู่ในฟาร์ม
7069,饼,妈妈烤了一张饼。,Mom baked a flatbread.,แม่อบขนมแป้งแผ่นหนึ่ง
7070,馒头,早餐我吃了两个馒头。,I ate two steamed buns for breakfast.,มื้อเช้าฉันกินหมั่นโถวไปสองลูก
7075,驱动,这辆车靠电力驱动。,This car is driven by electricity.,รถคันนี้ขับเคลื่อนด้วยพลังงานไฟฟ้า
7085,高价,他以高价卖掉了车。,He sold the car at a high price.,เขาขายรถไปในราคาสูง
7086,高低,两座山的高低不同。,The two mountains differ in height.,ภูเขาสองลูกนี้สูงต่ำไม่เท่ากัน
7100,高龄,奶奶已经是高龄老人了。,Grandma is already an elderly person.,คุณย่าเป็นผู้สูงอายุวัยชรามากแล้ว
7101,鬼,他害怕看鬼电影。,He's afraid of watching ghost movies.,เขากลัวดูหนังผี
7113,默读,请大家默读课文。,Please read the text silently.,ขอให้ทุกคนอ่านบทเรียนในใจ
7118,鼻涕,他感冒了，一直流鼻涕。,He has a cold and keeps having a runny nose.,เขาเป็นหวัด น้ำมูกไหลตลอดเลย
